khach_cmt,rating,shop_phan_hoi,,,,,,,,,,,,,,,,,,,,,,,
"Đặt size L mà shop cho XL, lại còn gắn thêm cái mác L cho giống thật thì cũng đến chịu",1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
"Đặt hàng 1 tháng trước 1 tháng sau mới giao, tới khi giao giao áo như thế này, không như bỏ tiền ngu để tẩy chay cái shop này, anh em né shop này ra nếu không bị mất tiền oan",1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. litaia rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh /chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
"Mua 2 bộ cùng size mà shop chơi trò mèo cắt mạc quần size khác bỏ vô , chơi vậy ai chơi lại hả shop",1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. litaia rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Đặt cả bộ size XL thì giao cho quần size L. chất vải của quần không ổn.,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. litaia rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Áo mới mua về đã có vết sơn không tẩy được bán hàng kém chất lượng,1,"cảm ơn anh/chị đã tin tưởng và ủng hộ shop. nếu có bất cứ điều gì chưa hài lòng, đừng ngại inbox, shop luôn sẵn sàng giải đáp thắc mắc cũng như hỗ trợ anh chị 24/7. anh chị đừng quên bấm theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé. chúc anh chị một ngày tuyệt vời ❤",,,,,,,,,,,,,,,,,,,,,,,
"Shop giao thiếu hàng, giải quyết không thỏa đáng, không hài lòng tí nào",1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
"Giao hàng cực lâu, đặt hàng đợi gần 1 tuần shop mới gửi đơn hàng đi. kém!",1,,,,,,,,,,,,,,,,,,,,,,,,
Mua 4 bộ vừa có 2 bộ mặc dù đặt size 80kg mà 72kg 1m76 mặc không vừa 2 bộ,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. litaia rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Chất lượng kém không như hình quần mỏng đít khéo nhìn thấu được áo đường may kém,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. litaia rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh /chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
"Sản phẩm độ hoàn thiện quá kém,không có",1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. litaia rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Đặt thì size XL giao thì áo XL quần thì size L nhắn tin phản hồi thì mất tăm,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Giao hàng không đủ nhắn tin shop không trả lời,1,"cảm ơn anh/chị đã tin tưởng và ủng hộ shop. nếu có bất cứ điều gì chưa hài lòng, đừng ngại inbox, shop luôn sẵn sàng giải đáp thắc mắc cũng như hỗ trợ anh chị 24/7. anh chị đừng quên bấm theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé. chúc anh chị một ngày tuyệt vời ❤",,,,,,,,,,,,,,,,,,,,,,,
Hơi bé so với mình đặt,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. litaia rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Không thích.,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. litaia rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh /chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Hàng không đúng chất lượng,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Quảng cáo và đời thật khác quá,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. litaia rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Chất lượng quần quá tệ,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. litaia rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh /chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Quần bung chỉ từa lưa,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Không nhận được hàng,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Sản phẩm này mỏng quá chỉ may không chắc,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. litaia rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Quá tồi,1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
Giao hàng lâu. sản phẩm tới tay bị móp méo hư from ạ tạm chấp nhận được,1,"dạ shop báo c gửi yêu cầu trả hàng để đổi lại cho chị đôi mới,nhưng chị kg đổi. thì tại sao phải lên đánh giá shop như này ạ? shop sẵn sàng nhận trách nhiệm phần lỗi về mình mà!",,,,,,,,,,,,,,,,,,,,,,,
Gàng ok.mà phục vụ nói kiểu giao kiểu .không thích lắm,1,"dạ shop vẫn giao đúng hàng chị gửi! chị đặt 2 đôi giày và thanh toán tiền 2 đôi, nhưng chị đòi shop gửi cho chị 7 đôi? vô lý quá trời luôn í!",,,,,,,,,,,,,,,,,,,,,,,
"Da giày bị nhăm nhúm, khóa gài thiết kế dở, giày cứng đi đau, rất không đáng tiền",1,,,,,,,,,,,,,,,,,,,,,,,,
"Tư vấn lùi size, khách mang không vừa, muốn trả hàng thì chửi khách. sản phẩm form xấu không giống hình vì không đủ chỗ ghi nên mình up hình ảnh. các bạn mua hàng shop này nên cẩn thận",1,"dạ chào chị laminhnhi2907 ! chị dựa vào đâu mà báo shop chửi khách nhỉ? dạ shop chưa hề chửi khách! luật shope là cấm chửi khách, nếu chửi khách thì shope sẽ khóa shop ngay và luôn chị ạ. kg biết chị nghĩ như thế nào về ngôn ngữ "" chửi"" , và giải thích ạ? chị báo muốn đổi hàng,shop vẫn chào hỏi chị và giải thích từng câu từ 1 rất đàng hoàng và rất tử tế, giải thích về hàng bên shop nó là như thế nào, nếu muốn đổi size shop vẫn hỗ trợ đổi cho chị và chị chịu phí ship đổi hàng ạ. chị không muốn mất phí ship đổi lại, giờ lên đi vu khống là shop chửi? chị check lại toàn bộ tin nhắn xem có câu từ nào là xúc phạm đến chị kg? toàn bộ tin nhắn,shop sẽ đưa lên ở phần đánh giá khách! cho mọi người cùng hiểu bản thân chị nhắn tinin nhắn. vu khống nhau nó vừa thôi, tết đến nơi rồi đấy chị. còn form giày là phải lùi 1 size là chuẩn. vui lòng đọc kĩ tất cả thông tin trước khi mua, và muốn yên tâm hơn, vui lòng chat với shop trước khi mua hàng! đây chưa hỏi gì liên quan đến size, đã vội đặt theo cảm tính. đến lúc đi kg vừa, đổ lỗi cho shop tư vấn sai. đã tư vấn gì đâu mà sai với đúng? chị nên xem xét lại!",,,,,,,,,,,,,,,,,,,,,,,
Giày coi như ok trong tầm giá. nhưng bị lỗi ở gót thì shop kêu gửi về cho shop nhưng mà phải chịu gửi trả đi rồi nhận về rồi shop mới đổi hàng mới cho . đáng ra em sẽ trả hàng mà thôi quá lu bu và phiền phức .,1,dạ shop đã ibox để có hướng giải quyết cho đơn hàng. mong chị phản hồi sớm giúp shop ạ.,,,,,,,,,,,,,,,,,,,,,,,
"Giày thi đẹp nhưng thực sự shop đóng hàng quá ẩu, bực mình ghê bể hết da, bực thây sự",1,,,,,,,,,,,,,,,,,,,,,,,,
"Thái độ bán hàng cực kì tệ nhận hàng thấy lỗi nhắn tin shop hỗ trợ đổi lại shop lơ không rep tin nhắn, lần đầu tiên mua hàng phải 1 shop có thái độ như ái quần què vậy á. bực mình không chịu nổi. bởi vì tiếc mã giảm giá với xu nên đành nhận bừa. không bao giờ quay lại mua hàng. mọi người nên cẩn thận.",1,"dạ shop có báo c gửi yêu cầu trả hàng,để shop hỗ trợ chị đổi trả ạ. chị vui lòng kg dìm shop thế này, vì vốn dĩ shop vẫn sẵn lòng cho chị hoàn trả ạ!",,,,,,,,,,,,,,,,,,,,,,,
"Giao thiếu hàng , Xử lí chậm . đợi mình trả hàng hoàn tiền mới chịu khắc phục . đã mua hàng shopee rất nhìu nhưng lần đầu tiên gặp shop này như vậy , không bao giờ mua lần nữa",1,dạ shop cũng đã cố gắng khắc phục nhanh nhất cho chị hết sức có thể rồi! mong chị có cái nhìn khách quan hơn chút ạ!,,,,,,,,,,,,,,,,,,,,,,,
Mình mới nhận hàng xong. mà 1 bên gót bị hở. nhắn tin thì shop trả lời như vậy nè mọi người . không hề được câu xin lỗi hay gì. kiểu gửi lại hàng . t không cần khách vậy đó. . đóng hàng thì móp méo. và sau khi mình đánh giá thì lại trả lời riêng như vậy. sao không công khai,1,"dạ vina store xin lỗi về sự bất tiện chị gặp phải trong quá trình mua hàng. do trải nghiệm không tốt,shop có yêu cầu chị hoàn lại hàng giúp shop. nhưng chị không chịu gửi và còn nói chuyện rất không dễ nghe chút nào ạ. shop luôn muốn mang lại sản phẩm tốt cho người dùng. nên trường hợp hàng lỗi, shop muốn khách hoàn hàng để khách đặt lại đôi mới. chỉ là 1 dòng tin nhắn,thiếu mất 1 dòng shop ghi xong chưa kịp gửi.thì khách nhanh tay quá,chụp luôn màn hình và đăng lên thế này. thật sự, đến giờ phút này, không biết khách muốn gì ở shop nữa đây? kêu hàng lỗi,và không chịu gửi lại để đổi trả,vậy giữ hàng lỗi để làm gì đây ạ?",,,,,,,,,,,,,,,,,,,,,,,
"Lúc bán thì kêu cho đổi, nhận hàng xong kêu không đổi trả giao thì lâu",1,dạ shop báo c muốn đổi trả nếu không do lỗi shop thì khách chịu phí ship đổi hàng ạ. c không muốn thì shop cũng hết cách!,,,,,,,,,,,,,,,,,,,,,,,
Lớp da không trơn láng,1,,,,,,,,,,,,,,,,,,,,,,,,
"Giày mũi gót cứng, mang đi đau ngón chân. dép mang trong nhà thì quá dẻo, đi toàn bị gập mũi",1,đánh giá chỉ mang tính chất dìm sản phẩm. mong khách xem xét lại ạ!,,,,,,,,,,,,,,,,,,,,,,,
Giao khá lâu mọi người nên cân nhắc mua nhắn tin shop không trả lời,1,"dạ shop có check tin nhắn để phản hồi hỗ trợ cho chị về đơn hàng, nhưng kg hề có 1 tin nhắn nào cả. shop vẫn sẵn sàng hỗ trợ chị nếu như sản phẩm có vấn đề mà ạ? thật lòng xin lỗi chị về trải nghiệm không tốt này! ",,,,,,,,,,,,,,,,,,,,,,,
Mình không rõ là ghim hay đinh mà khi mang đâm vào chân rất khó chịu. nhắn tin cho shop mà shop không phản hồi.,1,,,,,,,,,,,,,,,,,,,,,,,,
"Quá thất vọng.shop làm ơn bỏ cái hình kêu bớt 1 size đi,mua về mang không vừa chẳng biết để làm gì,đổi hàng thì không cho chưa từng thấy shop nào kỳ vậy.",1,dạ vina store thật lòng xin lỗi về bất tiện chị gặp phải trong quá trình mua hàng tại shop ạ. giày bên shop lùi 1 size là chuẩn ạ. chị muốn đổi size thì vui lòng check ibox để shop có hướng giải quyết cho đơn hàng ạ.,,,,,,,,,,,,,,,,,,,,,,,
Quá tệ….,1,"dạ sản phẩm shop có ghi rõ lùi size ở trên phần thông tin hình ảnh. chị đặt cho đúng size,đi kg vừa đòi trả hàng. shop đồng ý cho chị đổi size, chị vẫn không chịu. ngại phí ship. shop vẫn rep tin nhắn, vẫn care đơn hàng bình thường cho chị. chứ giờ chị chỉ dùng mỗi từ ""tệ"" để đánh giá đơn hàng. thì kg còn lí do gì để nói nữa thật sự luôn ấy ạ. hy vọng shop cũng mong chị tìm dc shop bán hàng mà thật sự làm vừa ý của chị!",,,,,,,,,,,,,,,,,,,,,,,
Giao hàng quá lâu! bên giao hàng thì bà điên! không giao tới không gọi mà để là không có người nhận! nhắn tin cho shop thì shop không thèm trả lời quá kém,1,"dạ vina store thật lòng xin lỗi về bất tiện chị gặp phải ạ. do vấn đề dịch bệnh nên vấn đề đổi trả mất khá nhiều thời gian, và cũng nhỡ việc của chị. như trong phần phản hồi tin nhắn,shop cũng có trao đổi với chị rồi đó ạ. chị vui lòng check và phản hồi kịp thời để vina có hướng giải quyết tốt hơn cho chị ạ!",,,,,,,,,,,,,,,,,,,,,,,
Đặt hàng 35. giao 36 ai đi được,1,dạ vina store thật lòng xin lỗi về trải nghiệm không tốt khi sử dụng sản phẩm của shop. vui lòng bớt chút thời gian để check và phản hồi lại giúp shop qua tin nhắn để vina có thể hỗ trợ chị dc tốt hơn. cảm ơn và chúc chị mua sắm ưng ý ạ!,,,,,,,,,,,,,,,,,,,,,,,
Hàng không đúng với đôi mình đã đặt treo đầu dê bán thịt chó,1,dạ vina store thật lòng xin lỗi về bất tiện chị gặp pahir trong quá trình mua hàng tại shop. mình vui lòng check ibox và phản hồi giúp shop về đôi mình nhận dc ạ. shop gửi đúng hàng trong video và hình ảnh shop đăng tải. mong chị bớt chút thời gian check lại giúp shop ạ. shop cảm ơn!,,,,,,,,,,,,,,,,,,,,,,,
"Mua hàng mang không vừa , muốn đổi mà shop không trả lời trả vốn gì hết, mình mang size 37 trc giờ, đặt 37 mang rộng 1 khúc , ai mua nhớ lưu ý",1,"vina store xin chân thành cảm ơn chị vì đã tin tưởng và lựa chọn shop chúng em giữa hàng ngàn lựa chọn. đừng quên rằng,sau đơn hàng này,chúng em vẫn sẽ rất tôn trọng những phản hồi của mình,dù tốt hay xấu. nên nếu sản phẩm nhận dc có vấn đề, mình hãy đừng ngại ngần ibox cho shop nha. shop luôn tôn trọng và luôn muốn đưa đến sự hài lòng cho tất cả khách hàng của mình. hy vọng được phục vụ chị lâu dài ạ/",,,,,,,,,,,,,,,,,,,,,,,
Em nhận giày thì có vết xước thật vọng quá,1,dạ vina store thật lòng xin lỗi chị vì trải nghiệm không tốt khi sử dụng sản phẩm. mong chị phản hồi lại gíup shop để shop có thể giải quyết cho mình được nhanh gọn ạ. cảm ơn và chúc chị mua sắm ưng ý ạ!,,,,,,,,,,,,,,,,,,,,,,,
Chữ bên trong giày bị mất,1,,,,,,,,,,,,,,,,,,,,,,,,
Giày mình mới lấy về mới lấy ra đã sút cái gót,1,,,,,,,,,,,,,,,,,,,,,,,,
Bình thường,1,,,,,,,,,,,,,,,,,,,,,,,,
Thanh toán tiền mua 4 đôi shop chỉ giao 2 đôi,1,"dạ chị vui lòng đánh giá đúng tình trạng đơn hàng! shop đã thanh toán đủ tiền 2 đôi của chị qua tin nhắn,có phần chụp màn hình tin nhắn báo đã chuyển khoản! chị vui lòngkhônglàm thế này,mất uy tín của shop ạ!",,,,,,,,,,,,,,,,,,,,,,,
Hàng kém chất lượng,1,dạ vina store thật lòng xin lỗi về bất tiện chị gặp phải ạ. vui lòng check tin nhắn để vina có thể hỗ trợ chị 1 cách trọn vẹn nhất. chúc chị mọi điều như ý!,,,,,,,,,,,,,,,,,,,,,,,
Giao hàng quá lâu. nhắn tin không thèm trả lời.,1,"dạ vina store xin cảm ơn vì chị đã ủng hộ sản phẩm của shop! về phía phản hồi tin nhắn,bên e xin lỗi vì phản hồi có hơi chậm trễ do lượng tin nhắn khá nhiều,vì khách nào cũng cần hàng gấp cả. tuy nhiên,với điều kiện dịch đang như thế,bên e giao dc hàng là quý lắm rồi ạ. nếu mình mong đợi hơn vậy nữa, thì shop cũng không thể làm được gì hơn. cũng kg hy vọng mong nhận dc lời phản hồi tốt hơn nữa từ chị. shop thật lòng xin lỗi,và tặng chị lời chúc may mắn cho lần mua sắm tiếp theo ạ. chúc chị luôn an toàn trong mùa dịch ạ",,,,,,,,,,,,,,,,,,,,,,,
Form giày xấu,1,dạ vina store thật lòng xin lỗi vì có điều gì không vừa ý của chị. mong chị dành chút thời gian phản hồi tin nhắn của shop để shop có thể khắc phục vấn đề cho sản phẩm. cảm ơn chị đã ủng hộ shop!,,,,,,,,,,,,,,,,,,,,,,,
Ban đầu xem thông tin của shop kỹ và thấy shop ghi là chất lụa có xem các clip của bạn mua cách đây vài tháng cũng chụp là lụa nên mình đã đặt hàng nhưng tới nay đợi hàng đến tay lại là da khá là thất vọng shop không thông báo mà tự điều chỉnh thông tin rồi giao hàng da cho khách như vậy không đúng,1,,,,,,,,,,,,,,,,,,,,,,,,
"Không phải chất lụa như trong hình đâu nên mọi người đừng mơ mộng đẹp lung linh nha. mình hỏi thì shop bảo chất da dễ vệ sinh. ủa chứ mua về để ngồi lau hay gì chất da, lỏng lẻo, ọp ẹp lắm ạ. chỉ tốn tiền thôi",1,"dạ c yêu, e rất rất xin lỗi c về trải nghiệm mua hàng tại shop e làm c không hài lòng. e xin giải thích vì sao xưởng e thay đổi chất liệu từ lụa satin sang chất da mờ trắng để mình hiểu giúp e phần nào ạ: do 1 số khách hàng cũ đã từng mua hàng có góp ý với bên e là chất lụa satin mang rất xinh nhưng tính ứng dụng lại không cao, vì bất dễ bám bẩn, 1 khi bám bẩn 1 chút xíu thì không có cách nào chùi ra được. vậy nên khách chỉ mang trong những dịp đặc biệt, thời tiết đợt này mưa nhiều nên ít đi thì chất lụa satin còn bị mốc nữa và không có cách nào xử lý được. vậy nên bên e chuyển sang chất da mờ trắng, giày vẫn đảm bảo độ cứng cáp, màu sắc tương đồng mà dễ lau chùi khi bị bám bẩn. bên e đã cập nhật lại thông tin chất liệu trong chi tiết sản phẩm rồi ạ. nếu c muốn đổi thì nhắn tin riêng giúp e e hỗ trợ mình đổi nhé c.",,,,,,,,,,,,,,,,,,,,,,,
"Giày kiểu đẹp nhưng form xấu lắm mọi người , mua size 35 vẫn còn rộng . size không chuẩn",1,,,,,,,,,,,,,,,,,,,,,,,,
Giày không giống mô tả shop nói là chất liệu giày là lụa satin nhưng lại bằng da,1,"dạ xưởng giày bánh bèo rất xin lỗi chị vì trải nghiệm mua hàng của mình không được vừa ý ạ. mô tả sản phẩm bên e có ghi rõ chất liệu da mờ lì trẻ trung mà chị yêu. bên e làm chất da mờ vì chất lụa tuy nhìn cũng xinh xắn nhưng cực dễ bám bẩn và đã bám bẩn chút xíu thì thật sự không chùi, không thể xử lý được, và chất lụa thì hơi cứng nên phần quai hậu sẽ cọ vào chân mang không được thoải mái như chất da mờ. nếu c có nhu cầu đổi sản phẩm sang mẫu khác c nhắn giúp e nhé. e cảm ơn c nhiều ạ ❤",,,,,,,,,,,,,,,,,,,,,,,
Giày nhìn thì đẹp nhưng đi không được shop giao hàng cho ship lâu phải đợi,1,,,,,,,,,,,,,,,,,,,,,,,,
Giao hàng lâu. 4-5 ngày mãi ở kho không thấy giao hàng dịch vụ kém,1,,,,,,,,,,,,,,,,,,,,,,,,
Quần vải rất mỏng. nhanh xù lông. lúc mua không đọc kĩ nên về hơi thất vọng,1,,,,,,,,,,,,,,,,,,,,,,,,
Quần mới nhận đã bị tuột chỉ ở chun rồi nhưng nhìn chung là hài lòng và quần đẹp trong tầm giá. đánh giá shop 5sao nhưng phải cho 1 sao vì quá chậm trễ,1,,,,,,,,,,,,,,,,,,,,,,,,
"Khá thất vọng, ống quần không đều nhau, bên thấp bên cao, giao hàng thì rất là lâu luôn.",1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
Chồng mình bảo đánh giá 1 sao vì quần đũng dài quá. mặc nó khó di chuyển chân và rất xấu,1,,,,,,,,,,,,,,,,,,,,,,,,
"Shiper giao hàng max lươn lẹo, chưa gọi cho khách đã báo linh tinh, gọi còn thái độ",1,,,,,,,,,,,,,,,,,,,,,,,,
"Đồ ổn. mà shop làm ăn như lừa đảo khách hàng. shop không cho kiểm tra hàng. đế khi thanh toán xong mở ra thì chỉ có 2 cái quần. trong khi mình đặt 3 cái quần, giao 2 cái và tình tiền 3 cái quần. mình quen với anh shiper nhờ ảnh gọi là nói chuyện thì bên shop nói chuyện ngang ngược không cho trả hàng. tệ",1,,,,,,,,,,,,,,,,,,,,,,,,
"Chất cũng được nhưng form không đẹp, bó đùi rồi bên dưới lại to to ra nữa ",1,,,,,,,,,,,,,,,,,,,,,,,,
Chất vải xấu khuyên không nên mua mặc như quần thể dục đó chưa bh đánh giá cái gì 1 sao,1,,,,,,,,,,,,,,,,,,,,,,,,
"Chất vải mỏng,rất xấu, không có nỉ, mặc lên không ôm không đẹp thất vọng nên không muốn chụp ảnh",1,,,,,,,,,,,,,,,,,,,,,,,,
"Hàng xấu không đẹp! giá rẻ chỉ thế thôi, mua thử về lại quang vào sọt rác",1,,,,,,,,,,,,,,,,,,,,,,,,
"Shop làm ăn chán quá , giao hàng quá nhanh chưa xin được mẹ tiền đã ship phải vay thằng bạn",1,,,,,,,,,,,,,,,,,,,,,,,,
"Mọi thứ đều ổn hợp giá tiền cho đến khi xem thấy hơi bé, mới nhận ra mình đặt size XL mà shop lại giao size L",1,,,,,,,,,,,,,,,,,,,,,,,,
"Mac ghi 100% coton nhưng thực ra là vải poly nha. tư vấn size thì kém, muốn đổi size thì vòng vo túm lại vẫn không cho đổi, nhắn thì không trả lời. phục vụ rất chán. tóm lại thôi. vấn đề chăm sóc khách hàng, sao mình hỏi là shop coa cho mình đổi không thì lại không trả lời thẳng mà vòng vo làm gì, chỉ cần có hoặc không",1,shop rất xin lỗi vì anh đã có trải nghiệm mua hàng không tốt ạ. em xin nhấn mạnh với anh là khi mua hàng chúng ta sẽ xem phần hình ảnh và mô tả sản phẩm ạ. còn mác ecol bên shop dùng chung cho tất cả sản phẩm ạ. shop luôn tự tin về phần hỗ trợ khách hàng về sản phẩm gặp vấn đề ạ. còn khách hàng mà đánh giá shop 1 sao chỉ vì cái mác thì shop ạ luôn ạ.,,,,,,,,,,,,,,,,,,,,,,,
