khach_cmt,rating,shop_phan_hoi,,,,,,,,,,,,,,,,,,,,,,,
"trước khi mua tôi đã hỏi size rất kĩ vì tôi mua tặng , shop cũng báo chắc nịch là vừa , nếu mua cho tôi thì ok tôi không nói, nhưng tôi báo rõ ràng mua tặng người thân, nhận được hàng mặc thử cộc  , tôi nhắn muốn đổi hàng shop trả lời vài câu xong mất hút. đúng ra là tôi không cho 1 sao nào",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"quần kém chất lượng mình khuyên mọi người không nên mua, lại còn không có khóa quần",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
mặc 2 ngày vải xù màu thì không giống như trong hình,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"hàng không đúng mô tả, kém chất lượng",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
giao không đúng sản phẩm người đặt hàng,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"bóng bóng nhăn như cái dẻ lau, thôi thì lau nhà luôn ",1,,,,,,,,,,,,,,,,,,,,,,,,
"đặt màu kem mà giao màu đen, lưng rộng, ống nhỏ, chất lượng vải kém, mặc khó chịu, đã thế quần còn bị thủng ngay mông. ra xã hội mà làm ăn vậy là dở rồi",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
mình đặt 1 xanh 1 xám tối sao shop lại gửi cho mình đen ạ.,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
chất lượng sản phẩm cực kì kém anh em mua nên mua cái oke hơn cái này giá rẻ nhưng mà có cần tới mức như vậy không hả mặc đúng 1 tuần là nó hiện bông lên mua về thấy đẹp tính ủng hộ mà kiểu này thì cạch mặt shop anh em không nên mua khuyên thật ,1,"quanaunamọi ngườipv thành thật cảm ơn bạn vì đã dành thời gian để đánh giá cho chúng mình nhé ^. đánh giá này của bạn đã tiếp thêm động lực để tập thể nhà quanaunamọi ngườipv phấn đấu hoàn thiện hơn từng ngày nhằm mang đến những dịch vụ và trải nghiệm mua sắm tuyệt vời nhất cho quý khách hàng như bạn đó ạ ❤. rất mong quanaunamọi ngườipv sẽ luôn là lựa chọn để bạn dành thời gian ghé thăm trong thời gian tới, nếu ưng ý sản phẩm nào hãy để quanaunamọi ngườipv được tư vấn cho bạn ngay nha. chân thành cảm ơn, chúc bạn luôn vui vẻ và gặp nhiều may mắn ạ ^",,,,,,,,,,,,,,,,,,,,,,,
đặt trắng giao đen tết nhất chán hẳn,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
shop giao sai màu nhắn tin không thèm rep không có lần 2,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
hàng sale đây ,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
quần chất ok màu giống hình mặc mát .  quần bẩn shop cũng không giặt mà vẫn gói vào cho khách ,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
chưa mặc đã bị hư,1,"quanaunamọi ngườipv thành thật cảm ơn bạn vì đã dành thời gian để đánh giá cho chúng mình nhé ^. đánh giá này của bạn đã tiếp thêm động lực để tập thể nhà quanaunamọi ngườipv phấn đấu hoàn thiện hơn từng ngày nhằm mang đến những dịch vụ và trải nghiệm mua sắm tuyệt vời nhất cho quý khách hàng như bạn đó ạ ❤. rất mong quanaunamọi ngườipv sẽ luôn là lựa chọn để bạn dành thời gian ghé thăm trong thời gian tới, nếu ưng ý sản phẩm nào hãy để quanaunamọi ngườipv được tư vấn cho bạn ngay nha. chân thành cảm ơn, chúc bạn luôn vui vẻ và gặp nhiều may mắn ạ ^",,,,,,,,,,,,,,,,,,,,,,,
chỉ may không hoàn thiện. quần bục chỉ đừng mua,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
kém vc,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
không ưa thế thôi nói nhiều,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
quá tệ,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
làm ăn quá chán,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
gửi nhầm màu cho khách. gọi lên không 1 câu xin lỗi . đổi lại thì bắt chịu ship trong khi lỗi là ở bên shop không lấy đúng màu. đến chịu,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"treo đầu dê bán thịt chó, form quần trên ảnh thì ống đứng, mà mua về thì lại skiny, chọn theo size thì chật không mặc được, muốn đổi trả thì lại phải tự đi gửi.",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"vải mặc vài hôm bị xù hết, sản phẩm quá tệ, khuyên các bạn đừng mua",1,"quanaunamọi ngườipv thành thật cảm ơn bạn vì đã dành thời gian để đánh giá cho chúng mình nhé ^. đánh giá này của bạn đã tiếp thêm động lực để tập thể nhà quanaunamọi ngườipv phấn đấu hoàn thiện hơn từng ngày nhằm mang đến những dịch vụ và trải nghiệm mua sắm tuyệt vời nhất cho quý khách hàng như bạn đó ạ ❤. rất mong quanaunamọi ngườipv sẽ luôn là lựa chọn để bạn dành thời gian ghé thăm trong thời gian tới, nếu ưng ý sản phẩm nào hãy để quanaunamọi ngườipv được tư vấn cho bạn ngay nha. chân thành cảm ơn, chúc bạn luôn vui vẻ và gặp nhiều may mắn ạ ^",,,,,,,,,,,,,,,,,,,,,,,
lần đầu tiên đánh giá 1 sao . quần không giống trong hình chút nào . quần ống côn không phải ống rộng . hỗ trợ đổi trả thì phí ship bằng nửa cái quần rồi. khuyên mọi người nên chọn shop khác mà mua ,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
giao hàng sai mẫu chất liệu vải xấu nói chung là quá thất vọng mọi người nên cân nhắc trước khi mua,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
mình đã mua hàng ở đây 1 lần rồi và vô cùng hài lòng về chất lượng sản phẩm nên quyết định mua lần thứ 2. nhưng đến lần thứ 2 mình mua cùng 1 size với lần thứ nhất nhưng lần này size quần cực kì bó và mình không thể nào di chuyển thoải mái khi dùng chiếc quần này. nói chung là cực kì thất vọng.,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"đợt trước mình có mua 1 quần ở shop khá ưng, nhưng đợt gần cuối tết không biết như nào mà shop ship mình 1 cái quần rất chi là tệ và xấu, đũng quần quá bó, cảm giác muốn rách ra, mong lần tới mua chất lượng quần sẽ tốt",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"mua 2 cái thì gửi 2 cái khác nhau, đường may thì lệch chỉ thừa cả đống. anh em cân nhắc không nên mua",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"kho ship sai nhưng khách muốn đổi lại bắt khách chịu ship, hỏi lại thì bảo mỗi bên chịu ship 1 chiều ",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
liên hệ đổi size quần thì toàn gửi stiker không biết shop có đọc tin nhắn hay không và có đổi size cho không thất vọng cách làm việc,1,"quanaunamọi ngườipv thành thật cảm ơn bạn vì đã dành thời gian để đánh giá cho chúng mình nhé ^. đánh giá này của bạn đã tiếp thêm động lực để tập thể nhà quanaunamọi ngườipv phấn đấu hoàn thiện hơn từng ngày nhằm mang đến những dịch vụ và trải nghiệm mua sắm tuyệt vời nhất cho quý khách hàng như bạn đó ạ ❤. rất mong quanaunamọi ngườipv sẽ luôn là lựa chọn để bạn dành thời gian ghé thăm trong thời gian tới, nếu ưng ý sản phẩm nào hãy để quanaunamọi ngườipv được tư vấn cho bạn ngay nha. chân thành cảm ơn, chúc bạn luôn vui vẻ và gặp nhiều may mắn ạ ^",,,,,,,,,,,,,,,,,,,,,,,
quần đẹp nhưng vừa mới chia tay người yêu nên cho 1 sao .,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
không giống hình ảnh chia sẻ trên mặt hàng của shop,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
mua size 31 giao size 32 thất vọng về shop ib không trả lời,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"màu chả tí nào giống trong ảnh, phải nói là quá tệ",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"hàng đẹp, vải mặc ok. so với giá tiền thì tuyệt vời. nhưng thái độ phục vụ kém, nên em không thể đánh giá cao được.",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"phần đáy may bị lệch mặc khá khó chịu, vải thô không co giãn và còn khá nhiều chỉ thừa sản phẩm khá thất vọng mà shop giao hàng nhanh đóng gói cũng ok nhưng phần đáy quần bị lệch chắc không mặc được hơi khá là buồn",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
đặt kem sữa giao màu đen mà còn khác size. đm không uy tín. nếu chấm được 0 sao tôi vote ngay.,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
màu lệch đặt ghi xám ra màu xanh xanh kiểu gì không hiểu,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"shop nói đổi hàng nhưng đợi 3 ngày vẫn chưa đổi, toàn nói lên đơn nhưng xin mã đơn hàng thì lại bảo chưa. shop làm ăn không uy tín , rất lươn lẹo, quần 119k rất xấu mọi người không nên đặt , thái độ không tốt đâu, lỡ mọi người có muốn đổi cũng không đổi được , mình khuyên mọi người không nên mua.",1,"quanaunamọi ngườipv thành thật cảm ơn bạn vì đã dành thời gian để đánh giá cho chúng mình nhé ^. đánh giá này của bạn đã tiếp thêm động lực để tập thể nhà quanaunamọi ngườipv phấn đấu hoàn thiện hơn từng ngày nhằm mang đến những dịch vụ và trải nghiệm mua sắm tuyệt vời nhất cho quý khách hàng như bạn đó ạ ❤. rất mong quanaunamọi ngườipv sẽ luôn là lựa chọn để bạn dành thời gian ghé thăm trong thời gian tới, nếu ưng ý sản phẩm nào hãy để quanaunamọi ngườipv được tư vấn cho bạn ngay nha. chân thành cảm ơn, chúc bạn luôn vui vẻ và gặp nhiều may mắn ạ ^",,,,,,,,,,,,,,,,,,,,,,,
chưa nhận được hàng mà báo đã nhận liên hệ với shop thì không trả lời tết nay thiếu quần,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"hoàn trả lại hàng thì shop ok không vấn đề gì, nhưng mà tiền thì không hoàn lại. nhắn tin cũng không trả lời mình bảo là có như vậy hỗ trợ nhưng mà nhắn tin đâu có trả lời đâu hoàn tiền 148k đi ạ",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"mua màu kem sữa ship màu đen, vải sần sùi , nhắn tin shop không trả lời , quá thất vọng , không nên mua",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"bán như gì á không đúng size , giao hàng chậm shop tư vấn không kỹ nữa",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
lần đầu ủng hộ shop mà giao sai tết nhất cần cái quần cho nó hợp thế mà,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
đặt quần baggy ống suông shop giao quần ống bó form quần xấu mất tiền mất thời gian,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
