khach_cmt,rating,Unnamed: 2,shop,dvvc,sp
"trời ơi ship nhanh quá ạ, gói hàng nhìn gọn lắm luôn vải đẹp lắm, mua ngay đợt giảm giá luôn ship chỉ 114.000đ thôi ưng bụng quá nè đường may đỉnh, mặc vô eo nhìn nhỏ hẳn",5,,1,1,0
"quần giao khá nhanh, mình cao 1m5",5,,0,0,2
"mình đặt ngày 15 mà 16 có hàng luôn, shop giao hàng nhanh",5,,0,1,0
"quần đẹp lắm nha mọi người do mình quay hơi tối nên màu nó không được sáng, đáng mua nha",5,,0,0,2
quần rất đẹp đóng gói rất kĩ có cả thư cảm ơn và giấy thơm rẻ mà chất lượng thật sự,5,,0,0,2
"giao hàng nhanh, lần trước mua 1 quần jean ở shop rồi nên giờ chọn size M luôn, mẫu còn vừa hơn lần trước, ôm y hình vừa đẹp luôn",5,,0,1,1
"quần đẹp, cạp cao rất xinh, mặc rất vừa vặn. mình cao 1m5",5,,0,0,2
"quần y hình, cạp cao, mà mình 5 sao",5,,0,0,2
"săn giảm giá lúc 6/6 mà tới tận bây giờ mới nhận được hàng, do dịch nên ship hơi lâu. quần giá 84.000đ mà xịn đến vậy luôn. quần xịn rất hài lòng đóng gói chắc chắn, nhưng sao mình thấy size L mà eo hơi nhỏ nhỉ",5,,1,1,2
chất lượng sản phẩm oke. đóng gói cẩn thận. giao hàng nhanh,5,,1,1,1
"quần giao y hình mặc vừa vặn ạ, mua quần mình hay bóp mà này vừa y luôn khá ưng, giống mẫu nên mua nha sẽ ủng hộ tiếp nè",5,,0,0,2
"chất jeans thực sự rất mềm, mang rất vừa, mỗi cái do mông tớ to nên lúc mang vào hơi khó, nhưng mặc vài được rồi rất dễ chịu",5,,0,0,2
"giao hàng siêu nhanh dù trong mùa dịch. quần đẹp, đáy cao size S eo 62 hơi rộng",5,,0,1,2
"chất vải đẹp, giao hàng oke, shop rất nhiệt tình có cả thư cảm ơn",5,,0,0,2
"giao hàng siêu nhanh, đúng size  cơ mà lúc mình dùng dao rọc giấy mở hộp thì hàng hơi gần nắp hộp, không có gì ngăn cách, đẹp nha",5,,0,1,1
"quần rất là oke nha, mà do dịch nên không mặc đi đâu được nên cũng không chụp hình. shop giao hàng nhanh",5,,0,0,2
quần lên mẫu vừa vặn rất ưng luôn em 1m5,5,,0,0,2
"hình ảnh mang tính nhận xu, quần bò rộng như cho bà đẻ ý size S mà như size XL ",5,,0,0,2
"quần y hình. tuy nhiên hơi rộng tại mình có 43kg nhưng lại lấy size M, đáng lẽ lấy size S thì sẽ vừa hơn",5,,0,0,2
quần đẹp lắm luôn đó ạ giá rẻ shop đóng gọi đẹp tiếc là tớ chẳng có ảnh,5,,0,0,2
đẹp shop quá dễ thương đóng gói tốt .,5,,1,0,0
 size S với size M không chênh lệch cho lắm .hàng nói chung là oke,5,,0,0,1
quần đẹp hơn trên hình 1m6 nặng 44kg mặc size M đẹp lắm ạ giao hàng nhanh,5,,0,0,2
"quần xinh, shop giao hàng nhanh, giống như ảnh nhưng cảm giác mẫu hơi nhỏ",5,,0,0,2
"hàng rất đẹp, giao hàng nhanh, shop phục vụ tốt, rất đáng đồng tiền bát gạo",5,,1,1,0
"quần đẹp lắm ạ cơ mà giao hàng hơi lâu ạ 4 ngày mới nhận được lận,  nhưng vì chất lượng nên sẽ bỏ qua hết sẽ quay lại ủng hộ shop ạ",5,,0,0,2
"shop chuẩn bị và giao hàng nhanh, mình cao 1m5",5,,0,1,0
"video và ảnh mang tính chất lấy xu. quần đẹp, như hình, giao hàng trong mùa dịch thì hơi chậm 1 xíu.",5,,0,0,2
quần đẹp dày dặn nhưng nhiều chỉ thừa như ảnh nên mặc hơi ngứa chịu khó ngồi bóc ra thì oke. mình 40kg cao 1m5,5,,0,0,2
"giao hàng nhanh quần đẹp nhưng có cái là không co giãn, bạn nào muốn mặc thoải mái thì chọn size lớn hơn chút. mình cao 1m5",5,,0,1,2
"quần chất khá mềm và dày dặn, không co dãn. chưa thử nhưng đo cổ thấy không vừa,  mong là vừa . ảnh minh hoạ",5,,0,0,2
đẹp lắm nha mọi người. hơn 100.000đ mà chất lượng như vậy thì quá xịn.,5,,0,0,1
chưa bao giờ mua trực tuyến mà được 1 cái quần ưng ý thế này. chất đẹp mà mặc siêu tôn dáng.cảm ơn shop mình sẽ còn ủng hộ,5,,0,0,2
"quần chất lượng, xinh như ảnh mẫu luôn ạ. vải jean dày vừa phải mặc thoải mái ️",5,,0,0,2
"quần đẹp, mặc vừa vặn, giao hàng nhanh chóng, shop tư vấn nhiệt tình ",5,,0,0,2
"chất lượng quần tốt thật, chất vải ổn, mẫu ổn (hình ảnh là quần mình đã bóp eo)",5,,0,0,2
"quần rất vừa ý, giao hàng nhanh, giá thành rẻ. đặc biệt shop rất nhiệt tình, mọi người nên mua thử nhé",5,,0,1,2
"quần rất là xinh luôn, mẫu quần cũng rất là oke. do mình bận nên không có chụp lại được nên lấy tạm hình khác đỡ vậy. mọi thứ đều oke chỉ trừ việc giao hàng cực lâu, đợi mỏi mòn",5,,0,0,2
"chắc do mình béo nên mặc chật ống quần qua mắt cá chân tí , mình cao 1m5",5,,0,0,2
"quần đẹp lắm nha mọi người, với giá như này là quá đỉnh rồi không có gì để chê",5,,0,0,2
"chưa thử nhưng nhìn khá oke, giao nhanh, màu giống hình nhưng mà không biết cần cho tủ lạnh trước để không phai màu không nhỉ",5,,0,1,1
"quần rất đẹp, đáng tiền lắm , nên mua nha mọi người.",5,,0,0,2
cũng được quần hơi dài vải mỏng 1m6 nặng 45kg,5,,0,0,2
"hàng đẹp nên mua mọi người ạ vì dịch nên hàng đến tay mình khá lâu nhưng quần đẹp là được ,rất hợp cho những người gầy giống mình 1m6 nặng 42kg",5,,0,1,2
"gói hàng đẹp, mở ra thơm phức, mặt trong của quần hơi sần sùi, mình 38kg eo 60 mặc size S hơi rộng, chắc phải đi sửa mới vừa",5,,0,0,1
đóng gói hàng cẩn thận. quần phù hợp giá tiền. cao 1m5,5,,0,0,2
"giao hàng siêu nhanh, quần jean cực đẹp ưng lắm luôn , áo mỏng nhưng vẵn xinh. săn được giảm giá nên rất ưng 64.000đ cả ship. sẽ quay lại ủng hộ shop trong thời gian tới",5,,0,1,2
"hình ảnh chỉ mang tính chất nhận xu. quần xinh, màu đẹp, shop gói kĩ",5,,0,0,2
ảnh nhìn vậy chứ màu cũng đẹp nha mọi người. quần cũng ôm người nữa. nhưng mà ai chân dài mặc vừa nha ,5,,0,0,2
"quần đẹp lắm, giống hình, chất quần tốt, có một điều cần lưu ý là các bạn cần đọc kĩ mô tả của shop, những ai eo to thì nên cân nhắc.",5,,0,0,2
quần chất đẹp giá rẻ đóng gói sản phẩm rất chắc chắn shop phục vụ tốt rất đáng tiền nên mua nha mọi người ship nhanh nữa phụ vụ nhiệt tình,5,,0,0,2
"quần co giãn tốt, sản phẩm giống như trong hình, chất lượng sản phẩm đạt tiêu chuẩn, hàng còn được giao đến tay sớm hơn dự kiến. đánh giá 5 sao",5,,0,0,2
"quần hơn 100.000đ mà chất lượng, 5 sao",5,,0,0,2
lười chụp nên lấy đỡ ảnh ạ. quần dài so với người cao 1m5,5,,0,0,2
"giao hàng nhanh, đóng gói cẩn thận, vải dày, lên mẫu đẹp, so với giá tiền thì quá rẻ, sẽ ủng hộ shop tiếp",5,,1,1,1
"quần dài qua mắt cá chân chút xíu, may là vừa không cần phải lên lai. vải quần mềm nhưng dày, đường may đẹp, chắc chắn. giao hàng nhanh, đóng gói gọn gàng.",5,,0,0,2
"quần đẹp,săn giảm giá nên chỉ còn 97.000đ,với giá này là siêu rẻ,mình cao 1m6 eo 64 mặc size M vừa vặn,điểm trừ là quần không khoét lỗ cài cúc nên phải tự rạch,sẽ ủng hộ shop lần sau",5,,0,0,2
"đóng gói cẩn thận , chắc chắn , giao hàng nhanh ống quần rộng không như hình",5,,1,1,2
quần siêu xinh luôn ạ️ lần đầu mua quần trên mạng mà ưng vừa cả bụng lẫn chân mình cao 1m65,5,,0,0,2
chất lượng tốt chất lượng tốt chất lượng tốt chất lượng tốt chất lượng tốt chất lượng tốt ,5,,0,0,1
"giao hàng nhanh, mẫu vừa vặn như hình. chất cũng xịn luôn. nói giá mua mà bạn mình không tin mọi người ạ",5,,0,1,1
"mình cao 1m63 và 47kg mặc vừa lắm nha mọi người, chỉ hơi chật lưng 1 xíu và ống hơi ôm ",5,,0,0,1
"quần oke , mẫu hơi rộng , màu giống ảnh , nói chung là đẹp ",5,,0,0,2
"giao hàng đúng mô tả. eo trên rốn 70 mặc m vừa y luôn nhé. tư vấn nhanh. mua nhiều lần rồi. sẽ ủng hộ tiếp được mua giá hời 76,5 sao",5,,0,1,1
"săn giảm giá chiếc quên k tới 100.000đ mà vải êm, mẫu đẹp xuất sắc, giao hàng nhanh cấp tốc luôn ",5,,0,1,2
quần chất siêu đẹp nhưng hơi rộng so với size mấy bạn nên khít xuống nhỏ hơn 1 size để mặc oke là đó ,5,,0,0,2
"giao hàng nhanh, đóng gói cẩn thận, chúc shop buôn may bán đắt",5,,1,1,0
"đã nhận, đóng gói kĩ. chất vải với giá tiền không thể đòi hỏi hơn. nhưng mình thích chất vải có độ mát mềm hơn. vải jean này như vải bố. khá dày. ",5,,1,0,2
"chất vải hơi thô nhưng không cứng, rất đẹp , màu cũng đẹp,vừa dáng .em cao 1m5",5,,0,0,1
"shop nhiệt tình, giao hàng nhanh, đóng gói cẩn thận, độ dài quần vừa phải, rất đáng tiền ",5,,1,1,2
quần đẹp oke giá này mà được chiéc quần này mình k đòi hỏi gì thêm nhưng vẫn chấp nhận nha mọi người 8/10 điểm ạ,5,,0,0,2
"quần xịn mẫu đẹp mọi người ơi, mình cao 1m63 nặng 48kg size M chuẩn đẹp luôn ",5,,0,0,2
"quần đẹp lắm nha mọi người, mình cao 1m65, nặng tầm khoảng 50kg",5,,0,0,2
"quần xịn lắm, giao hàng nhanh, hình ảnh và video chỉ mang tính chất lấy xu",5,,0,0,2
vải chất đẹp gói hàng cẩn thận kĩ càng mình 1m63 nặng 44kg mặc size M bị chật bụng chắc do bụng mình to  còn mông với ống thì rộng. quần dài qua mắt cá chân. lên dáng giống dáng xuông hơn là baggy. lại mất công đi sửa mới mặc được ,5,,1,1,2
do mình nhờ bạn mình nhận giúp nên mình không rõ có lỗi gì không. đánh giá chỉ mang tính chất nhận xu thôi ạ.,5,,0,0,1
quần khá giống trong hình có điều màu quần sẫm hơn trong hình ,5,,0,0,2
lười chụp nên ảnh và video không liên quan nhưng quần lên mẫu đẹp lần đầu tiên mua được chiếc quần rất vừa bụng không bị rộng và độ dài đúng ý mình cao 1m5,5,,0,0,2
vải áo màu trắng mềm hơn so với màu đen.,5,,0,0,1
quần màu đẹp y hình ạ em mình cao 1m63 mà hơi ngắn chút .,5,,0,0,2
"quần shop mình mặc vừa luôn, nặng 39kg eo 62 không cần bóp eo,ưng lắm mặc lên đẹp lắm",5,,0,0,2
"1 quần giống hình và mô tả, 1 quần còn lại mẫu là rách 2 bên cạnh lai nhưng rồiách chỉ có 1 bên phần đầu gối mà rách nhiều dễ bị rách to ra, cho shop 3 sao thôi ",5,,0,0,2
"trời ơi, phải nói đây là cái quần đẹp nhất mà mình từng mua luôn á, xinh xỉu. màu xanh rất đẹp",5,,0,0,2
"hàng giao khá nhanh, quần đẹp nhưng mà vải hơi mỏng mặc khá mát mua lúc giảm giá nên giá thành rất ưng nha iu sẽ còn ủng hộ shop tiếp",5,,0,1,2
mình cao 1m5,5,,0,0,0
"đóng gói chắc chắn, mẫu quần đẹp. mình cao 1m5",5,,1,0,2
"hàng như hình, chất vải mềm rủ, mình cao 1m6 - nặng 49kg eo mình nhỏ nên bận vừa size M với eo luôn, nhưng ống quần hơi to xíu và dài xuống đất luôn chứ không như mẫu bận, chắc mình thấp hơn mẫu, nhưng xăng lên là đẹp ạ ",5,,0,0,2
"quần khá đẹp, vải dày dặn, màu cũng ổn, không giống hình lắm. ảnh chỉ mang tính chất lấy xu",5,,0,0,2
"quần hơi dài 1 chút, nhưng với giá như này thig quá rẻ rồi. hình ảnh mang tính chất lấy xu ",5,,0,0,2
"quần đẹp lắm nha mọi ng ơi , nên mua nha với giá lại rẻ như vầy mà được quần chất lượng nên mình siêu ưng ý luôn sẽ ủng hộ shop lâu",5,,0,0,2
quần y hình khá là đẹp. bên giao hàng giao lâu quá luôn. làm m đợi bao nhiêu ngày mới nhận được,5,,0,0,2
"quần màu siêu đẹp, mình cao 1m63 nặng 50kg",5,,0,0,2
"đóng gói cẩn thận. giao hàng nhanh. quần đẹp, không khác trên hình. nếu bền lần sau sẽ ủng hộ tiếp ",5,,0,1,2
lần đầu mua của shop nhưng sản phẩm chất lượng lắm ạ chất vải đẹp không mỏng quá không có chỉ thừa giao hàng nhanh với giá như này mình thấy khá ổn ạ,5,,0,1,1
quần đẹp lắm ạ mình mặc vừa vặn. lần sau có mua mình vẫn tiếp tục ủng hộ shop,5,,0,0,2
"màu đẹp, mẫu đẹp, có gửi kèm giấy thơm rất dễ chịu, đóng gói cẩn thận",5,,1,0,1
"quần giá rẻ, chất rất ổn, cạp cao, mình cao 1m65",5,,0,0,2
"đóng gói sản phẩm đẹp, chắc chắn giao hàng nhanh quần không co dãn.",5,,1,1,0
ship đồ nhanh. quần khá ưng mặc vừa vặn. mọi khi toàn ra shop mua đồ Hà Nội đặt trực tuyến cảm thấy ưng lắm,5,,0,1,2
quần xinh chất mềm không co dãn nên em mặc bị chật mông. mấy bạn ốm ốm mình cao cao mặc sẽ xinh lắm shop tư vấn nhiệt tình giải đáp toàn bộ thắc mắc.,5,,0,0,2
"phải nói là đẹp xuất sắc. mình mua cả áo và quần jean, mặc thử vô ưng ý liền. sẽ ủng hộ shop lâu",5,,0,0,1
"shop tư vấn nhiệt tình, do dịch nên giao hành hơi lâu, quần đẹp như hình, sẽ ủng hộ tiếp",5,,1,1,2
"giao hàng cực nhanh luôn ạ. chất vải dày dặn, mặc thoải mái cực kỳ, sản phẩm như hình luôn nha mọi người",5,,0,1,1
"chất vải oke, sản phẩm đẹp, riêng phần đóng gói hơi ẩu, hộp bị méo thủng, nhìn thấy cả hàng.",5,,0,0,1
quần giá rẻ mà chất lượng xịn xò lắm nha mọi ng giao hàng nhanh nữa chứ,5,,0,0,2
"mình chụp màu bị đậm hơn ngoài, sản phẩm chất oke nha mọi người. nhưng cảm giác hơi rộng, kiểu dành cho người cao hợp hơn.",5,,0,0,1
"xinh xẻo lắm mọi người ơi quần cực mịn, shop lại có tâm",5,,1,0,1
"đẹp như hình nha, mọi người yên tâm.",5,,0,0,2
eo mình 50,5,,0,0,1
quần khá ổn. vải vẫn hơi mỏng. nhưng với giá như này thì quá oke rồi. nên mua nhé mọi người,5,,0,0,2
oke lắm nha mọi người nên mua ạ chào em gửi lại anh sau nha anh không muốn nói đến đây rồi mới thấy được,5,,0,0,1
"chất lượng sản phẩm tuyệt vời,đóng gói sản phẩm rất đẹp,giao hàng nhanh,sản phẩm đáng tiền,shop nhiệt tình chất nhẹ dày vừa mẫu lên giống ảnh,xuất sắc ạ",5,,1,1,1
quần đẹp vải dày dặn có điều bạn nào 1m5,5,,0,0,2
"quần size M vừa với người 1m6 nặng 48kg, eo vừa khít. màu xinh hơn trong ảnh, vải không co dãn, rẻ nhưng chất lượng ",5,,0,0,2
"quần chất siêu xịn , lên mẫu chuẩn , canh săn giảm giá đặt chỉ có 99.000đ thôi , shop đóng gói hàng trong hộp chứ không phải bọc ni lông ",5,,0,0,2
quần đẹp lắm luôn á mẫu đẹp nói chung là ưng lắm mà giao hàng hơi lâu,5,,0,0,2
"ưng cái chất vải ghê, 1m63 nặng 50kg",5,,0,0,1
cao 1m5,5,,0,0,0
"chất và mẫu ổn, với giá này thì không chê được. nhưng màu hơi nhạt  chắc tại dịch nên giao hàng hơi lâu  hàng trong nước mà 11 ngày mới nhận được",5,,0,1,1
"chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm đẹp, đáng tiền, vải đẹp, giao hàng nhanh",5,,0,1,1
"quần lưng bị khít sẽ khó ngồi, nên đặt size lớn hơn để ngồi được thoải mái hơn. được cái mẫu với vải đẹp, chất lượng lắm",5,,0,0,2
"quần đẹp mang tôn dáng, eo mình hơi nhỏ nên rộng xí nhưng về chất liệu giá cả đều tốt",5,,0,0,2
"quần rất vừa, lên mẫu đẹp, nhưng vải không đẹp lắm, hơi cứng phù hợp với giá tiền",5,,0,0,2
"quần đúng dáng xuông, mẫu đẹp, chất dày dặn, 1m62 nặng 44kg mặc vừa size S, hơi dài 1 chút",5,,0,0,2
"quần thực ra chỉ dài có 90 à, mình cao 1m65",5,,0,0,2
"quần mua lần đâu ở shop mà ưng lắm, mặc dô xinh xỉu, sẽ ủng hộ shop lâu, mỗi tội mình lười chụp hình",5,,0,0,2
quần rất đẹp. hình ảnh video chỉ mang tính chất lấy xu thôi. ,5,,0,0,2
"quần với giá này là hết chê luôn , mình 1m60 , 45kg",5,,0,0,2
quần đẹp lắm nha shop. chất lượng thì cũng rất là oke rồi.được shop tặng cho vớ siêu dễ thương không,5,,0,0,2
quần giống trên hình nhưng mình 48kg đặt size S mà hơi chật 1 xíu.,5,,0,0,2
quần quá xinh và xịn . chắc chắn sẽ mua lần nữa .quá ưng luôn á,5,,0,0,2
"đóng gói sản phẩm đẹp và chắc chắn, chất lượng sản phẩm tuyệt vời",5,,1,0,0
"quần siêu đẹp nha mọi người, y chàng ra trực tiếp tiệm mua, cơ mà mua được đợt giảm giá xịn xò giá tốt quá sẽ ủng hộ shop nhiều ",5,,0,0,2
"mặc vừa vặn lắm, quần đẹp, có thể sẽ ủng hộ lần sau nha, mọi người nên mua",5,,0,0,2
mình cao 1m5,5,,0,0,0
"quần đẹp ,như hình nha mọi người .đáng để mua lắm ạ , chất lượng thì không phải bàn .cho shop 5 sao",5,,0,0,2
"quần đẹp, chuẩn mẫu, giao hàng nhanh đã mua vài cái ở shop này",5,,0,0,2
"đây là lần thứ 2 mua đồ shop rồi, quần đẹp đáng mua, shop giao hàng nhanh.  đóng gói cẩn thận",5,,0,0,2
"giao hàng nhanh, chất lượng rất chi là oke luôn, sẽ ủng hộ shop lâu.",5,,0,1,1
"chất lượng sản phẩm tốt, shop rất nhiệt tình ạ, đóng gói sản phẩm rất đẹp và chắc chắn ",5,,1,0,1
"giao hàng nhanh, hàng đẹp, hình ảnh chỉ mang tính chất nhận xu, nên mua nha mọi người ơi",5,,0,1,1
"mình đặt size L mà shop giao cho mình size M. hên là vẫn mặc vừa, chất vải so với giá tiền là quá oke, không bàn cãi gì nữa  ảnh với clip chỉ mang tính chất lấy xu thôi ạ ",5,,0,0,1
"quần siêu đẹp luôn , mỗi tội giao hàng hơi lâu , chưa đến 100.000đ mà được quần như này là quá oke luôn , sẽ ủng hộ shop lâu",5,,0,0,2
quần phù hợp với túi tiền đóng gói cẩn thận shop phục vụ chu đáo,5,,0,0,2
"chất lượng sản phẩm tuyệt vời. quần đẹp , vải oke. mình 41kg cao 1m5",5,,0,0,2
"giao hàng nhanh, vải mềm, chăm sóc khách tốt, giá ổn, màu quần đẹp",5,,0,1,1
"hơi buồn vì lần này quần không có nhãn mẫu phía sau lưng quần, nhưng mà sản phẩm vẫn đẹp lắm ạ",5,,0,0,2
"quần hơi dài những rất vừa với mình luôn ấy. chất quần đẹp, màu như hình, mẫu đẹp lắm nha mọi người",5,,0,0,2
quần đẹp size vừa shop tư vấn rất chu đáo mình sẽ ủng hộ tiếp lần sau,5,,0,0,2
"quần đẹp, thoải mái. áo sơ mi thì mẫu hơi nhỏ hơn so với tưởng tượng.",5,,0,0,2
"hàng giao đợt này lâu quá hơn 1 tuần lận nhưng chất lượng lắm,không uổng cái công đợi lắm các bác ạ . nên mua nha",5,,0,1,1
"xin lỗi vì ảnh và clip không liên quan quần shop đẹp, đường may chắc chắn, không ra màu. mọi người yên tâm mua nha",5,,0,0,2
"quần mặc lên mẫu cũng oke lắm chỉ có hơi rộng eo một tí mặc dù mình mua size S, chất vải dày dặn, nên mọi người nên mua nha.",5,,0,0,2
"shop vẫn giao hành nhanh mặc dù đang dịch, vải jean mềm, mẫu đẹp",5,,0,1,1
"quần đẹp lắm nha, mới mở ra đã thấy ưng rồi, chưa mặc thử nên không biết có vừa không",5,,0,0,2
"shop giao nhanh, đồ mẫu rất đẹp và vừa vặn, vải cũng đẹp nữa , sẽ ủng hộ shop nè",5,,0,1,1
"chất dày dặn, cạp với độ dài quần vừa vặn luôn nha, mỗi tội phần đùi mình thấy hơi to quá",5,,0,0,1
"quần xịn, giao hàng nhanh, với giá này mà mua được chiếc quần như thế này rất xứng đáng ",5,,0,1,2
"quần lưng khá là cao, vải oke, so với giá tiền thì rất đáng để mua, có điều quần hơi dài, lại tốn tiền lên lai  mình đặt size S mà cảm giác quần khá rộng so với mình mặc dù đùi mình to.",5,,0,0,2
"quần hơi dài, dưới gấu quần bị bo không đẹp, nhẽ phải cắt bớt đi ",5,,0,0,2
"hàng đẹp lắm mọi người ơi, mình mua quần chỗ khác nhiều rồi nhưng có mỗi chỗ này là đúng mẫu và đẹp",5,,0,0,1
giao đúng sản phẩm. giao hàng nhanh. đóng gói trong hộp cẩn thận.,5,,1,1,0
"với giá thành này thì chất lượng cũng oke. quần hơi mỏng xíu, mẫu cũng khá ổn",5,,0,0,2
"quần oke nè. cao 1m62, nặng 47 kg, mặc size M vừa bụng, nhưng hơi ngắn 1 chút xíu. thôi quần này ngắn chút cũng được.",5,,0,0,2
mình cao 1m5,5,,0,0,0
vải oke.mỗi tội ai lùn thì sẽ mang dài và to nên phải đi cắt mới mang được nha.mẫu hơi to hơn trong ảnh chút nhưng không sao.vải quần oke là được r,5,,0,0,2
"chất liệu tốt, không giãn lắm, nhưng màu nhanh phai kinh khủng. nhưng vì vừa bụng nên mình mua cái thứ 2 ",5,,0,0,1
"sản phẩm rất oke nha mọi người, rất giống y hệt hình mình size S những chật tý",5,,0,0,1
"quần đẹp lắm, mặc lên rất tôn dáng. quá rẻ cho một chiếc quần như thế này",5,,0,0,2
"quần dáng đẹp, giao hàng nhanh, vải hơi cứng với giá này thì cũng hợp lý.",5,,0,0,2
"sản phẩm ổn, như hình, size S vừa với mình luôn 1m66 nặng 45kg",5,,0,0,1
sản phẩm đẹp mặc lên đứng dáng. chất vải hơi cứng 1 xíu nhưng oke. mua size L mặc vừa như in. một bên túi bị bung chỉ á shop. mong kiểm hàng kĩ hơn trước khi giao nhé.,5,,0,0,1
quần đẹp lắm ạ . giao hàng nhanh . hình ảnh và video mang tính nhận xu,5,,0,0,2
"chất lượng lắm luôn. giao hàng nhanh, shop tư vấn nhiệt tình .",5,,1,1,1
hàng đẹp mẫu mã đẹp vải đẹp giá cả thì hợp lý mua đi mọi người ơi.,5,,0,0,1
"quần vải đẹp nhưng mà size nhỏ quá ạ, mặc không vừa nhưng shop không cho trả lại,hơi buồn ạ",5,,0,0,2
"quần oke ạ, mình đặt size bị rộng, shop hỗ trợ đổi hàng nhiệt tình, video không liên quan nên xin lỗi shop",5,,0,0,2
chất lượng sản phẩm tuyệt vời phù hợp với giá tiền đóng gói sản phẩm đẹp thời gian giao hành nhanh,5,,0,1,1
"giao hàng nhanh, mình chọn size vừa chuẩn nên rất ưng, chất đẹp, mẫu đẹp, giá tốt. mọi người nên mua.",5,,0,1,0
giao hàng nhanh đúng hàng đúng size. là cái thứ 2 mình mua của shop rồi.,5,,0,1,0
"quần hơi dài với mình, nhưng lưng quần đẹp, mình tưởng ống vừa nhưng này là ống rộng, phải đi sửa thì mới mặc được ý  nên các bạn khi mua nhớ nhắn tin hỏi shop size rõ ràng nha",5,,0,0,2
"giá lại rẻ mà hàng thì chất lượng . quần lên mẫu yêu lắm ,mình 1m63 nặng 43kg mặc size S vừa mông vừa eo . nhận hàng xong ưng cái bụng dễ sợ ",5,,0,0,2
mẫu quần siêu đẹp luôn. mình 1m67 nặng 48kg nhưng hơi dài 1 chút. eo 63 ôm vừa khít đẹp luôn. 100 điểm cho shop,5,,0,0,2
"quần mẫu chuẩn nha, đúng màu tiếc là hết size M nên phải đặt size L cho người khác nhưng mà mặc oke nha",5,,0,0,2
quần đẹp còn rẻ nên mua.,5,,0,0,2
"đã nhận được hàng rồi ạ, shop giao siêu nhanh, hàng oke, lần sau sẽ ủng hộ shop nữa",5,,0,1,0
"quần ở ngoài màu đẹp lắm, giao hàng nhanh, nên mua, 40kg size S vừa vặn",5,,0,0,2
"quần quá đỉnh luôn, trời ạ ưng quá trời . lần đầu tiên mua quần mà thấy đáng đồng tiền bát gạo. sẽ ủng hộ shop nhiều ",5,,0,0,2
"quần đẹp vải mịn , đóng gói cẩn thận nữa nói chung là oke nên mua nha mọi người",5,,0,0,2
quần đẹp nhưng hơi dài so với đứa lùn như mình chắc phải đem sửa,5,,0,0,2
"shop giao đúng size đúng mẫu, quần giống hình chỉ có màu quần khác, vải mỏng mềm, có chỗ ống quần bị lỗi xíu kiểu may bị sai chắc mình phải may chỗ đó lại, với mình quần hơi bị dài",5,,1,0,2
"mua với giá 100.000đ quần này thì đúng là đỉnh shop tư vấn mặc vừa luôn , nhiệt tình nữa nên mua nhé mọi người ",5,,0,0,2
"quần chất rất oke, không dày không mỏng, mẫu đùi hơi rộng nên mình phải bóp 1cm",5,,0,0,2
"chất vải dày, đẹp nhưng mà quần hơi ngắn so với mình, hơi chật 1 chút.",5,,0,0,2
rất vừa ý,5,,0,0,1
"đây là lần đầu mua hàng của shop, màu giống trong hình, mua săn giảm giá nên 99.000đ,hời rẻ rồi, mình vó quần này rồi nhưng vẫn mua, mình nhưng lại thích vậy, với nhìn chung giá vậy là oke lắm rồi",5,,0,0,2
mẫu quần rất đẹp. màu quần mìn rất thích.giao hàng nhanh. rất hợp với giá tiền. mọi người nên mua ạ.,5,,0,0,2
"sản phẩm chất lượng tuyệt, đóng gói sản phẩm bằng hộp giấy xịn xò, giao hàng hơi lâu.",5,,0,1,1
"quần vải oke, tuy nhiên thì nó hơi dài với mình, đáy quần thì cũng không được cao lắm ",5,,0,0,2
mặc dù ảnh không liên quan cho lắm nhưng đánh giá 5 sao,5,,0,0,1
sản phẩm đẹp giống mô tả. chỉ có điều là quần hơi rộng so với tưởng tượng xíu. hình ảnh chỉ mang tính chất nhận xu,5,,0,0,1
mình 5 sao,5,,0,0,1
"mua bao nhiêu lần là ưng bấy nhiêu lần, quần mặc vừa y luôn, rất đẹp, rất đáng tiền lại còn có mã giảm giá.",5,,0,0,2
"quần đẹp lắm nha, mặc cũng vừa vặn nữa rất tốt sẽ tiếp tục ủng hộ shop",5,,0,0,2
vải đẹp ạ mua 1 cái quần jean và 1 cái quần ống rộng đẹp ạ cảm ơn shop,5,,0,0,2
đóng gói chắc chắn. quần xinh lắm size S vừa y. mình cao 1m5,5,,0,0,2
quần cực xinh nhé. có một số lỗi nhỏ không đáng kể.,5,,0,0,2
"shop giao hàng nhanh, đóng gói hộp cẩn thận, quần vải dày, giá rẻ.",5,,0,1,2
"quần xinh, chất lượng hơn giá tiền rất nhiều. quần lên tôn dáng",5,,0,0,2
hàng rất tốt hàng rất tốt hàng rất tốt quần rất tốt nhé đang giặt nên không chụp được ,5,,0,0,2
"đẹp, xinh lắm. chất lượng tốt so với tầm giá, có dịp sẽ ủng hộ thêm",5,,0,0,1
quần đẹp mỗi tội hơi rộng.,5,,0,0,2
đã nhận hàng rất vừa với mình mua được giá giảm giao hàng thân thiện,5,,0,0,1
mặc vô cái ưng bụng liền . sản phẩm y như hình . mình cao 1m5,5,,0,0,1
"sản phẩm tốt, chất lượng. giao hàng nhanh. mọi người nên mua.",5,,0,1,1
"quần đẹp, vải đẹp đúng như hình nhưng không co giãn, nhưng mua được giá giảm thì như thế này quá oke rồi",5,,0,0,2
