khach_cmt,rating
chất mát nhưng hình dán hơi dễ bong. nhưng giá rẻ nên không yêu cầu gì thêm,4
"áo tạm ổn , màu đen đẹp còn màu hồng với đỏ không tươi như trên ảnh",4
áo mình hơi mỏng nhưng mình mua 100.000đ thì nhìn cũng ok mình cao 1m55 và nặng 50kg bận cũng thoãi mái lắm á mọi người nên mua nha mọi người,4
"chất vải hơi mỏng .đá bị rơi mấy hạt, shop giao hàng nhanh",4
"áo xịn lắm anh em, mà phải kỹ nha sợ bị dãn ở cổ á",4
"vải không được đẹp, bị thô và nhìn tệ hơn hình",4
"áo chất hơi mỏng, nhăn ạ. thôi cũng tạm được. vừa giá tiền",4
áo này thì chất không được đẹp ạ áo không giống hình chất áo nóng,4
áo đẹp,4
được,4
"vải ok, nhưng đường may bị bung chỉ",4
"màu ghi đậm, tối màu",4
áo vải mát mà hơi mỏng 1 xíu. mẫu áo rộng,4
chất ok mình cao 1m64 lấy size l hơi dài,4
shop giao sai hàng,4
chất thì cũng ok nhưng mà vải khá mỏng,4
chất hơi mỏng một chút còn lại mọi thứ oke,4
"chất lượng phù hợp với giá cả. khá ổn, mẫu chuẩn, thoải mái.",4
"mẫu áo lên rât ok nhưng vải quá mỏng so với giá tiền, mọi người nên chú ý khi mua",4
"giao hàng đủ số lượng, đúng size nhưng màu vải áo mà màu các viền không đồng nhất, không giống hình miêu tả",4
"vải rất mỏng nhưng mặc rất nóng, đóng gói rất sơ sài thấy không đáng với giá tiền",4
mua cho ông anh trai nên không biết mặc đẹp không nữa. đặt từ 10/10 đến hôm nay mới nhận được hàng. biết là dịch dã nhưng như này lâu quá lâu,4
"hàng giao cực lâu luôn gần cả tháng mới nhận được hàng , chắc do mưa nên lúc nhận hàng bịch đồ hơi ướt , ngoài giao hàng lâu thì mọi thứ đều ok",4
"bộ đồ chất vải ok.không mỏng cũng không quá dày, mình đặt màu xám size xl mà shop giao cái màu gì xanh xám chứ không phải xám như hình.nên trừ 1 sao, dùng voucher shopee và trừ xu nên mua có 39.000đ á,quá hời  đặt cho em trai mặt đi tập gym nhưng tiền là em trai trả",4
"giao hàng nhanh, đóng gói chắc chắn. chất thun này giặt vài lần sẽ bị chảy nên là mình không thích cho lắm.",4
"đặt màu xám nhưng nhận màu xanh chì, màu không giống hình, đậm hơn nhiều. hơi thất vọng",4
"nhìn chung cũng ok so với giá tiền . nhưng áo mình bị vệt như vậy không biết giặt sạch không , nhưng ngay chính giữa ngực nhìn sẽ đập váo mắt luôn . phí quá",4
chất hơi nóng size l mặc khá đẹp giao hàng khá nhanh shipper nhiệt tình sẽ ủng hộ thêm,4
"chất vải hơi nóng, mẫu áo nhỏ so với size xl",4
"giao hàng khá nhanh, chất lượng tạm ổn không được đẹp như bộ lần đầu mình mua, giao đúng mẫu mã, đóng gói đẹp.",4
không hiểu sao giá gốc 300.000đ trong khi chất áo nóng rất nóng nên mua khi giảm giá 129.000đ bởi nó hợp với giá tiền hơi thất vọng vì dù sao cũng là đồ shop may,4
chất lượng sản phẩm tuyệt. thời gian giao đồ quá lâu. mong shop cải thiện lại về thời gian giao đồ,4
"hình ảnh mang tính chất nhận xu. chất vải ok nha, không biết mặc có mát không nữa",4
"quần áo mỏng, giống hình ảnh. đường chỉ không chắc chắn, giặt máy giặt một lần đã bung chỉ.",4
"bộ này vải nóng hơn, đắt so với giá, mẫu rộng thoải mái.",4
"vãi mát, co dãn tốt nhưng hơi mỏng tay đường chỉ không được chắc chắn lắm lên mẫu khá đẹp",4
shop đóng gói rất đẹp và sang .nhưng mà chất vải này mỏng mà không thấm mồ hôi,4
"bộ thun vải mỏng mát. mình lấy theo số đo chiều cao cân nặng, áo vừa mà quần lưng quá rộng luôn ạ, mình đặt size nhỏ nhất mà lưng thun 78 còn chưa kéo.",4
giao hàng chậm,4
hàng ok chất đẹp hơi lằng nhằng ship đến tận hôm nay mới nhận được hàng,4
mua bộ thứ 3 của shop rồi. 2 bộ trước dây quần rất đẹp. bộ này dây quần nhìn hơi phèn nên làm giảm độ đẹp của bộ đồ rồi. đánh giá mong shop hoàn hảo hơn. vải vẫn rất ok nhé.,4
"bên vận chuyển khá chậm, hà nội vô thành phố hồ chí minh mất 7 ngày, shop nhiệt tình, tư vấn size không chính xác, size lớn hơn thông thường. chất liệu vải không đồng nhất giữa các liên kết, thân áo màu trắng mà còn khác với đường viên ở vai áo, không ưng ý. áo màu trắng ngà, không phải trắng tinh",4
"video không liên quan, mình chỉ gửi ảnh thôi ạ. áo chất tạm được, mẫu không được đep lắm. mình đặt size m mà quần vừa áo rộng. cái này bạn nào mập chút thì mặc đẹp hơn. giao hàng nhanh",4
chất lượng phù hợp giá tiền. dịch nên giao hàng muộn. có thể thông cảm,4
"mua cho người yêu, người yêu khen đẹp lắm. shop làm ăn hơi chán. đặt ngày 5 mà ngày 9 chưa giao cho bên vận chuyển, nhắn tin mới thấy giao.",4
"sản phẩm oke, vừa vặn tuy nhiên sọc kẻ không đều màu trắng, tưởng đồng bộ nhưng cảm giác như không cùng 1 bộ",4
chất lượng sản phẩm bình thường shop phục vụ kém nhắn mãi mới trả lời khi trả lời thì không rõ ràng,4
"đã nhận được hàng, sờ qua thấy vải chất liệu tốt, đường chỉ đẹp. tuy nhiên giao hàng lâu nên chỉ cho được 4 sao.",4
hình ảnh mang tính chất minh hoạ . quần áo giá rẻ chất lượng tốt có quần nhỏ thì hơi mỏng . đánh giá 4 sao vì shop phản hồi tin nhắn chậm quá trong khi mình thấy shop trực tuyến . nên không hài lòng khoản chăm sóc khách hàng,4
áo là size m nhưng mình mặc vào tương đương bằng luôn với size l.,4
"chất lượng hàng tốt, không bị phai màu! vì lựa chọn shopee expres tưởng là nhanh nhất nhưng lại là bên giao hàng chậm nhất! mất 12 ngày bằng với lô hàng mình mua bên trung quốc! nhân viên shipper giải quyết cho bên bán rất chậm chạp! mình nhận hàng từ chiều mà đêm mới báo là đã nhận hàng!",4
"đường may khá ổn,không có chỉ thừa .chất vải không mát nói chung là chất lượng tạm ổn với giá tiền",4
"chất vải hơi nóng, giao hàng lâu lại thiếu hàng nhắn tin shop thì báo hết hàng cũng hơi buồn",4
"mua lần hai nhưng quần bị một vệt rút chỉ chạy dài phía sau ,rất tiếc nó đã làm mất thiện cảm của mình với shop . (shop đã liên hệ và thể hiện có trách nhiệm với khách hàng)",4
giao hàng quá lâu vải mỏng shop tư vấn không nhiệt tình cho lắm nên mua tăng lên 1 size cho rộng rãi thoải mái vải mặc khá mát nếu sau khi đã sử dụng ok sẽ quay lại ủng hộ shop tiếp 4 sao,4
"đồ chất lượng, ship quá chậm hơn nửa tháng mới giao",4
"áo cũng ok, nhưng giao hàng hơi lâu đặt hôm 17/9 mà 10/10 mới nhận được",4
"hàng đẹp, nhưng cái quần in thiếu logo, lần sau chú ý nhé shop",4
"đồ hơi mỏng, co giãn nhiều quá. giặt vài nước là dài ra à",4
vải mềm mịn. chất lượng khá ổn. mặc lâu chưa biết sao. bình chọn 4 sao,4
"hàng đúng như hình, đúng size! nhưng mà có hơi rộng so với size!",4
đánh giá 4 sao vì size m mà người nặng từ 65-70kg mặc mới vừa,4
"chất khá đẹp, nhưng giao quá chậm phải nhắc shop mới giao!",4
hàng chất kém giá 300.000đ thì không đáng nhé chỉ đáng giá 150.000đ,4
áo hơi vàng shop ạ,4
"áo đẹp nhưng rộng. trước mua size l của shop thấy hơi rộng nên nay mua size m, không ngờ nó còn rộng hơn áo size l",4
hàng đẹp nhưng giao hơi lâu nhưng cũng thông cảm được,4
"size chuẩn, màu sắc (so với hình ảnh hơi nhạt), kiểu dáng y hình. chất vải mỏng nhưng nóng, bí . mặc mùa thu hợp lý hơn. giá tiền 129.000đ thì hoàn toàn chấp nhận được. giá gốc thì không ổn",4
"chất vải phù hợp mặc mùa thu , phù hợp giá tiền",4
ok. mình cao 1m76 nặng 73kg lấy size l là vừa vì mình mặc ôm. các bạn nên chọn nhỏ hơn 1 size với bảng,4
so với giá tiền thì hợp lý . còn 300.000đ bộ này thì không nên mua nha các bác . vì giá ấy em thấy mua được bộ khác chất ok hơn nữa .,4
"vải đẹp nhưng mình mua 2 lần size l thì đều gửi quần size xl, rộng thênh thang luôn nên mặc được mỗi áo",4
bộ màu đen thì chất vải ok nhưng bộ màu xanh thì chất vải không được như bộ đen,4
ổn trong tầm giá,4
"vải ok, nhưng giặt nhiều chắc sẽ chảy, đường may sản phẩm đẹp, giáo hàng hơi lâu xíu",4
đẹp nhưng mà size hơi rộng mình đặt size l mà như kiểu size xl ý,4
vãi đẹp nhưng chỉ thừa nhiều lắm ạ,4
"chất vải mỏng giao hàng nhanh, hình ảnh không liên quan",4
"mua lần 2 nhưng giao nhầm hàng, vì ngại cũng không muốn đổi nên dùng tạm",4
mềm. thoáng mát . mặc dù áo hơi rộng dây buộc hơi dài. cạp rộng . mọi thứ ok,4
chất lượng ok,4
size bị lệch khá nhiều.,4
màu xám già hơn so với hình,4
hàng nhanh vải mềm thích lấy lắm,4
vải nóng,4
quần mặt hơi khó chịu,4
áo bề ngang hơi to,4
vải mịn . mà bị rách túi bữa nay mặt mới thấy,4
nói chung là ổn áo hơi cũ quần đùi,4
"bình thường lắm ạ, sản phẩm quá rộng",4
áo không có tem mác gì,4
chưa mặc thử nên chưa biết sao,4
tạm được,4
cũng ok,4
bộ hơi mỏng nhưng so với giá thì chấp nhận được,4
sản phẩm đóng gói cũng ok. chưa sử dụng nên chưa biết như thế nào,4
chất lượng mặc thích lắm ạ,4
ổn nên mua nha cảm ơn shop,4
hàng ok.có lỗi may xíu.,4
ship hơi lâu,4
vải mặc vào người thì có cảm giác nóng,4
hàng ổn,4
"thời gian giao hàng rất lâu, trừ 1 sao cho shop",4
chất vải mát nhưng nhiều chỗ đường chỉ may xấu,4
vải hơi mỏng chút nhưng cũng rất ok,4
hàng tạm được,4
vải không hài lòng lắm,4
áo có dính vết mực,4
hàng cũng khá đẹp so với giá .giao hàng hơi lâu,4
đồ đợt này khá mỏng nha shop,4
shop giao nhanh chất lượng tốt,4
áo hơi rộng. chất vải ổn,4
phần cổ áo bị bé,4
"ảnh 2 đứa con kia là 2 con chó còn về phần dép thì quai dép quá mềm, quá dễ đứt đi khá cứng chân",4
dép đẹp cực kì giao hàng hơi lâu(do dịch) nhưng dép hơi mềm với hơi chật,4
dép đẹp. size rất vừa chân. hơi buồn vì hết hàng màu đỏ nên shop đã liên hệ để đổi màu vàng.,4
dép đi khá êm chân ôm chân mà size hơi nhỏ tí nói chung là quá xứng đáng với giá 1.000đ,4
"sản phẩm tạm được, viền còn nhựa thừa. nhưng giá cả khá tốt, để đi nhà tắm được",4
"shop giao hàng nhanh. đóng gói sơ sài. 1 đôi dép túi nilon rách, bẩn bụi. dép đi êm chân.",4
"dép êm đi thích, mùi cao su hơi nồng. giao hàng rất lâu chắc do giãn cách, gần 20 ngày mới nhận hàng.",4
vừa chân êm chân nhưng mùi nhựa thì kinh thôi rồi. không biết đi được 3 bữa có rách không. tạm cho 4 sao khích lệ shop và nhận xu,4
dép đúc không chắc chắn. bên quai như sắp đứt vậy. cảm giác không được bền cho lắm. mà giá rẻ nên cũng không đòi hỏi xịn xò được,4
dép đi được. nhưng mình đặt chữ đỏ lại gửi vang. nhắn shop thì shop có hỗ trợ đổi nhưng thôi. cảm ơn shop,4
"thông tin ghi dép rất chi tiết , nhưng thôi không sao , săn được giá giảm giá , mình thường hay đeo cỡ dép 42 , mua tăng 1 cỡ lên size 43 thì vừa in",4
"shop chuẩn bị hàng và giao hàng nhanh chóng. hàng đúng hình, đúng size, khá nhẹ chân. tuy nhiên có 1 chiếc bị rách nên mình đánh giá 4 sao. shop nên kiểm tra hàng kĩ trước khi giao!",4
hình ảnh lấy tạm.mình chọn dép logo đỏ tuy nhiên shop hết và có nhắn tin cho mình bảo lấy sang màu vàng. và màu vàng thì ít tiền hơn màu đỏ nhưng khi thu tiền vẫn thu giá màu đỏ. chẳng đáng bao nhiêu nhưng shop làm thế không chuyên nghiệp. tuy nhiên dép cũng ok.,4
"giao hàng rất chậm, mất 15 ngày chờ đợi. dép hơi nhỏ so với size",4
giao hang nhanh chóng. đóng gói sản phẩm cẩn thận ;sản phẩm cũng ok .,4
"dép ok, mang vào thì êm chân, giao khá nhanh nhưng thất vọng ở chỗ shop giao nhầm cho mình logo đỏ sang vàng . đáng buồn",4
"dép nhỏ hơn với size bình thường, đặt đôi size 42-43 mà đi vẫn chật mặc dù size bình thường đi là size 42",4
sản phẩm ok. có trục trặc nhưng đã được giải quyết ổn thoả! hi vọng shop sẽ chú ý lần sau,4
"sản phẩm tạm ổn, mình đi size 37 mẫu hơi bé so với chân 1 chút, săn giảm giá mua giá ok",4
"dép nhỏ hơn so với mình tưởng tượng, nhưng mang rất êm chân chắc cho em hay cháu mang mới vừa",4
giao hàng nhanh . đóng gói ok . hàng đúng như hình . giao đúng size . chất lượng tạm ổn .,4
"đóng gói chỉ bọc 1 bao ở bên ngoài, thời gian giao hàng khá nhanh, đặt 2 đôi mà đôi màu hồng bị dính màu khác chùi không ra",4
"giao đúng size, đúng hình ảnh. nhưng mình thấy dép hơi mềm so với mình nghĩ",4
dép đi êm. nhưng có 1 bên dép logo bị đính sai.nói chung sản phẩm khá chất lượng,4
hàng tạm được giày hơi bẩn cần chú ý thêm tạm được,4
"sản phẩm dép đẹp nhưng có lỗi mà mình không muốn nhắc cho shop là phần dưới quai bị mòn , thế nên là dép sẽ đi không được bền mau đứt",4
đặt size 38 mà mang không vừa  dép mang êm. nói chung đặt trực tuyến nên khó chọn size,4
"dép nhẹ, đi mềm chân nhưng shop giao hàng hơi lâu! sẽ tiếp tục ủng hộ shop!",4
hàng giao nhanh.rất hài lòng.gói hàng kỹ.sẽ đặt thêm đồ ở shop,4
"khá ổn, dép hơi mềm. giao hàng khá lâu",4
để xem xét lại,4
hơi mềm,4
"chất lượng sản phẩm ok, mang rất nhẹ chân, giao hàng đúng thời gian",4
"dép đẹp, giá rẻ, đi êm chân, nên mua nha mọi người, mình trừ  1 sao vì đặt đôi logo màu đỏ nhưng shop hết hàng và nhắn tin báo đã gửi cho mình đôi màu vàng hy vọng lần sau shop trao đổi với khách về màu sắc đã rồi giao hàng nhé",4
giao hàng hơi bị lâu mặc dù cùng hà nội lại không phải đúng đợt giảm giá của shopee. đóng gói chắc chắn. hàng phù hợp với tầm giá,4
video chỉ mang tính chất nhận xu. đã lưu ý với shop là che tên sản phẩm nhưng mà shop không che nên trừ 1 sao cho shop lưu ý hơn.,4
chất lượng tạm ổn còn dư cao su ở trước chưa cắt tỉa size thì không đúng lắm nói chung tạm ổn cho 4 sao để khác phục lỗi size,4
hàng y như hình rất đẹp nhưng mang vài ngày chà rất dễ sạch sẽ mang xong chà vài lần thì nó có dấu hiệu thâm kim,4
"nên lên 1 size, còn lại dép khá ổn, tầm giá đó thì cũng khá ok thôi, còn trên hình là khô bò nhà mình nha",4
lúc đặt hàng không ghi size nối 40-41. biết size nối thì đặt size 39-40 là ok. giờ hơi rộng. nói chung ok.,4
"dép mang nhẹ êm chân nhưng size không chuẩn, đi bị chật. giao hàng nhanh",4
"lần đầu mua dép của shop, ưng lắm ạ",4
dép tạm ổn nhìn chung thì cũng được đi lâu ngày thì rộng kinh khủng hình ảnh mang tính chất nhận xu,4
giao hàng chậm quá.,4
mẫu hơi nhỏ. ai mua chú ý chọn size lớn hơn 2 size mới vừa chân. chân kích cỡ 38 đi đôi kích cỡ là 39 nhưng vẫn bị chật. may mà có mua thêm đôi với kích cỡ là 40.,4
"dép đẹp giống hình nhựa mềm đi dễ chịu nhưng size nhỏ, mua size 45 chỉ chân 42-43 đi vừa. hợp đi trong nhà hơn, ra ngoài dính nước dép trơn khó đi",4
dép giống hình giao đúng size nhưng giao hàng chậm quá dép bị sức một chút nơi quai dép,4
"mình đặt hàng bên shop, đợi 3 hôm shop không gửi hàng cho mình. lâu quá nên mình yêu cầu hủy đơn thì shop không chấp nhận. chán không muốn nói.",4
hàng không đúng mô tả . nhưng size thì bị nhỏ hơn 1 size . vì chân mình kích cỡ khoảng 43 thì đặt size 43 mà không vừa . mà phải đặt size 44,4
shop hết hàng cũng không thèm nhắn tin lại khách 1 lời .trong khi đâu phải lần đầu mua hàng tại shop,4
"dép nhận được như hình, nhưng size 40-41 nhỏ hơn chân đi cảm giác bị chật và thiếu",4
giao hàng lâu. đã vậy đặt đỏ giao vàng không báo trước với khách. cho 4 sao để shop chú ý,4
shop nên cân nhắc việc quan tâm đến sản phẩm của mình để nó không ảnh hưởng đến việc làm ăn của shop nên xem xét lại sản phẩm còn mất 1 sao là do chất lượng của sản phẩm khi đến tay khách hàng nó vẫn sẽ không thay đổi,4
sản phẩm đẹp tốt nhưng size hơi nhỏ mọi người nên mua lớn hơn .,4
"nên đặt size lớn hơn 2 size mới thoải mái. chân mình kích thước tương ứng size 42 trong bảng đo của shop. nhưng mình đặt size 43 trừ hao, ai ngờ nên đặt 44 mới mang thoải mái được. buồn ghê á",4
giao hàng rất nhanh.hình như nào thì dép như vậy. dép đúc nguyên chiếc lên rất chắc chắn.nói chung là ok,4
"dép đi ổn, nhưng mà giao sai màu mặc dù đã liên hệ shop",4
tiền nào của nấy. dép đẹp và chất lượng thì tạm được. phù hợp mang tại nhà. không phù hợp để đi chơi,4
"đặt hàng thanh toán 2 đôi nhưng nhận được 1 đôi, shop đã giải quyết nhanh chóng, hoàn tiền lại cho khách",4
"tiền nào của đấy, chất lượng không được cao, mang đi lòng vòng trong nhà thì được",4
dép hơi mềm nhưng được,4
do đặt màu đỏ mà không còn nên giao hàng có gọi hỏi mình màu vàng được không.,4
"đánh giá cao khâu giao hàng nhanh, nói chung thì tiền nào của đó có hơi khác với suy nghĩ nhưng mà thôi cũng tạm chấp nhận được",4
"dép đẹp, giao hàng sớm",4
đặt màu đỏ nhưng giao màu vàng,4
"dép cũng được, mà giá hơn đắt so với chất lượng.",4
dép mềm này đi cảm giác cứ sợ đứt. mà dép còn hơi dính dính,4
"dép size 41 nhưng cảm giác tầm size 40. nhìn tưởng nhựa cứng nhưng là loại dẻo dẻo vẩy vẩy, đi ẩu như mình dễ bị loẹt quẹt.",4
dép ổn nhưng giao hàng quá là tệ quá tận 7 ngày từ hà nội về hải phòng,4
"giao nhanh ,hàng ok , size 41 hơi nhỏ so với size thực.",4
"sản phẩm khá tốt đánh giá 4 sao là do anh shipper giao không đúng địa chỉ còn thối thiếu 10.000đ nữa, 68.000đ đưa 100.000đ thối 22.000đ mình thật sự không để ý còn sản phẩm thì không cần nói 5 sao cho shop nha",4
"nếu mua hàng nên thêm 1 size , mình size 41 mang nó quá chật",4
hàng rẻ nên đúng giá tiền. mang đi bình thường cũng êm chân,4
hàng đẹp dịch mà về nhanh nhưng chỉ mang được 1 vài tháng,4
cho 4 sao vì không ghi rõ size dép là size 36-37. chứ không phải size 36 như shop ghi. nếu 36-37 thì bé nhà mình phải tìm đôi 35-36 mới đúng. cho 4 sao thôi mong shop ghi đúng thông tin,4
"dù đôi xem mẫu không đúng cho lắm nhưng shop vẫn điện thoại nhắn tin cho mình đổi lại không như shop khác , shop rất nhiệt tình ok cám ơn shop nhiều nếu có mua mình sẽ ủng hộ shop",4
"dép đi nhẹ, không gây cảm giác khó chịu cho chân. đem rửa dép , khi mang phơi, thử bẻ cong phát hiện dưới đế dép cả 2 cái đều có bong bóng nước phụt ra. hoá ra bị thủng khe nhỏ. gói hàng cũng ổn, dù sao cũng không phải hàng hoá dễ vỡ gì nên ok. hợp lý với giá tiền. chưa biết đi có được bao lâu không",4
cũng ok thôi,4
"đẹp, mang thoải mái, có điều quai dép bị sứt mẻ nhiều chỗ, mà shop không kiểm tra kỹ sản phẩm trước khi giao cho khách hàng, 1 điểm trừ cho shop",4
size 44-45 chứ không phải size 45 mà mang như size 42 thôi. mang không vừa được. mọi người nên cân nhắc kỹ size trước khi mua. shop rất nhiệt tình và đã gọi khắc phục lỗi cho mình.,4
giao hành nhanh hàng đẹp đi êm,4
mềm mại hơi mùi cao su lùng bùng chút. so với giá tiền thì ok,4
"dép đẹp, êm chân nhưng có mùi nhựa quá nặng, shop có cách nào khử mùi dép mới này không?",4
"đặt hai đôi size 42 và size 39 vàng,  giao hàng thì size 42 và size 39 đỏ, mà thôi kệ vậy cũng được rồi",4
"dép ổn mà size 41 lại hơi bé, không biết đổi được không",4
dép nhỏ hơn số size một chút,4
"mong shop phải ghi rõ ràng là size của shop nhỏ hơn size thật tế, để khách hàng biết mà lựa size to hơn để khỏi mất lòng đôi bên,cảm ơn",4
giao lộn hàng nên trừ 1 sao còn lại thì sản phẩm chất lượng và êm chân nha,4
sản phẩm ok giao hàng hơi lâu cho shop 4 sao,4
dép đi êm giao size đúng nhưng đi cảm giác hơi dính chân đôi to bị đứt mất 1 góc,4
"giao hàng đúng với hình, dép mềm, đi êm. mặc dù cái chữ bos bong luôn, dép giờ thành màu đen trơn. dù sao cũng ok",4
,4
"dép khá mỏng, mang cũng êm chân nhưng không được đẹp lắm",4
"sản phẩm, ok mang êm chân, hơi chật nên mình mua số to nhất rồi, chắc mình mang vào và một thời gian sau dãn ra là vừa vặn",4
dép đẹp. mềm. đi êm chân. size liền nên khó chọn đúng size.,4
dép đẹp mà size đep nhỏ quá. thường thường mang size 41 nhưng bây giờ mà mua phải cộng thêm 2 size nửa,4
dép khá mềm.,4
chữ gì kì ghê,4
"dép mang êm ,đúng với giá tiền, đặt 2 đôi nhưng shop giao 1 đôi khác màu",4
dép cũng ổn so với giá tiền nhưng rõ ràng mình đặt đôi màu đỏ mà lại giao đôi màu vàng là sao vậy shop?,4
dép hơi nhỏ so với bình thường. ai mang size 40 thì lên size 43 mới vừa.,4
mình đặt đôi bos đỏ mà giao bos vàng nha,4
dép mang rất ok nhưng size hơi nhỏ,4
"khá tệ vì đơn vị vận chuyển quá lâu, nhưng mà thôi kệ, sản phẩm cũng tạm ổn, cho shop 4 sao thôi nhé",4
cỡ size 39 nhưng bé so với loại dép khác cùng cỡ,4
quá mền và nhỏ hơn size thực 1 size,4
cũng được nhưng lấy đúng size mà nhỏ quá,4
dép đúc mang êm chân,4
dép mềm. mềm như bún. chứ không cứng nha.,4
chất lượng ok. nhưng đơn vị giao hàng quá chậm,4
kém,4
hàng bị cháy một chỗ,4
"dép nhựa mềm, đi tạm trong nhà thì ổn",4
chất lượng dép không như mình mong đợi.,4
gói hàng sơ sài trừ 1 sao. chất lượng như giá.,4
sản phẩm bị gập mõm,4
size hơi bự,4
đặt size to nhất nhưng vẫn mang không vừa,4
hơi bé so với cỡ đặt,4
"dép đi mềm, êm, đi trời mưa rất sướng, khô nhanh",4
"giao nhanh, sản phẩm này mang vào thì đi thoải mái êm chân",4
sản phẩm ổn,4
nhìn cũng như hình đẹp,4
dùng được nha mọi người,4
hơi nhỏ,4
cũng tạm ổn hàng giống với ảnh,4
mẫu dép nhỏ mà shop không tư vấn giúp mình,4
không phải bos nên cho 4 sao,4
hàng đẹp nhé mọi người,4
shop phục vụ tốt,4
size bé hơn so với bình thường,4
chất dép không được chắc chắn lắm,4
cho shop 4 sao giao nhầm size 41,4
dép hơi dính sàn. chắc do mới,4
đặt màu đỏ giao nhầm màu vàng,4
"size hơi bé ,không chuẩn.",4
lấy tăng 1 size rồi vẫn chật,4
pin được 2 ngày,4
bình thường,4
hàng khá ổn,4
dép đẹp nhưng giao nhầm màu,4
tốt,4
chất lượng kém,4
hơi nhỏ mang không vừa chân,4
shop rất chú tâm về khách hàng,4
cũng không giống hình 95% logo bos không giống,4
giao sai màu,4
đẹp nhưng size hơi nhỏ,4
nhựa hơi mềm nhưng ok,4
"tương đối ổn, không quá sang",4
đặt dép nhãn mác đỏ lại đưa mác vàng,4
"ok đấy, chất lượng tuyệt vời nhưng chỉ tiết rằng là shipper không được thân thiện và thối tiền lộn cho khách",4
size 41 nhỏ hơn bình thường mà không ghi chú thêm,4
sản phẩm như hình nhưng đi không thoải mái lắm,4
"dép đẹp, mang êm chân lắm nha mọi người",4
đặt rồi mới biết ở chợ bán có 35.000đ,4
cho 4 sao vì bên shipper nói chung khó nghe,4
cao su nguyên khối đúng giá tiền,4
"hàng đẹp , có cái giao nhầm size",4
dép chất lượng tốt,4
đặt đỏ những giao màu vàng. ok cũng được,4
đẹp nhưng dễ bị thủng,4
oke,4
mình đặt size 41 nhưng lại gửi lại là size 40,4
"cũng được, dép hơi mềm, xuất sứ trung quốc",4
"cũng tạm được thôi, chứ sản phẩm quá mỏng, rất dễ bị té",4
cũng tốt đấy,4
đúng với giá tiền,4
mẫu dép hơi nhỏ so với chân,4
sản phẩm cũng ok nhưng mình không thích lắm,4
dép khô đi bị dính,4
thường thôi,4
sản phẩm hơi tệ,4
chất lượng tốt,4
mang rất êm. cảm ơn shop đã bán hàng chất lượng.,4
"tuyệt vời cho 1 sản phẩm như thế này nhưng đơn vị vận chuyển quá lâu, 4 sao thôi nha shop",4
"giao sai sản phẩm rồi shop ơi, rõ ràng là tôi đặt màu vàng nhưng sau khi nhận hàng và khui sản phẩm từ trong hộp thì lại là màu đỏ",4
cũng được nhưng hơi đắt,4
"tạm được thôi chứ chưa hẳn là hoàn hảo vì giao sai hàng cho khách, và cũng không nhắn tin cho khách 1 lời khi giao sai sản phẩm như vậy",4
"tốt đấy nhưng giao hàng thì quá chậm, tầm cỡ 2 tuần mới nhận được hàng",4
tạm hài lòng,4
cũng tạm,4
áo mặc không thoải mái cổ áo rộng tay áo thì hơi ngắn lỡ cở màu ở ngoài đậm hơn chụp lên mặc với quần đùi mà ai cũng chê già. không hài lòng với sản phẩm,4
đẹp còn ý chỉ thừa gói hạng oke la nói chung là sẽ ủng hộ shop tiếp nha,4
"đường may ẩu. mình phải may lại hết gấu, và vắt sổ, trần đè lại. nhưng giá rẻ nên phải chấp nhận. 120.000đ cả bộ nên phải tạm chấp nhận. mình đã quay hết lại đường may trước khi sửa.",4
"áo đúng mẫu,màu bên ngoài không chuẩn như trong hình mấy. nhưng vì giá rẻ nên nghĩ như vậy cũng phù hợp rồi",4
"áo màu xanh dương với áo nâu là 2 chất vải khác nhau. chiếc màu xanh khá mát, vải mềm còn cái màu nâu chất rất thô, dày, nóng mình đã ngâm nước và giặt nhưng không ăn thua mấy. khá thất vọng vì chất không giống nhau nhưng được cái màu khá xinh, shop giao hàng nhanh",4
"áo mới hơi nhăn, giặt thì mềm. tạm được( mặc được hai kiểu thay đổi). 47kg mặc như bà bầu. giao hàng lâu được cái shop nhiệt tình",4
hơi thất vọng về áo. vì sờ nhiều nilon. shop giao hàng nhanh. cảm ơn shop,4
áo khá đẹp vải hơi mỏng và ngắn nhưng so với giá tiền thì cũng ok,4
chất áo không như mong đợi của mình rẻ nên không đòi hỏi nhiều nói chung cũng tạm được giao hàng nhanh mà chủ shop cũng đáng yêu hình ảnh chỉ mang tính chất minh họa vì mình lười chụp lắm.,4
áo 1 lớp siêu mỏng nhìn xuyên thấu . lên mẫu tạm ổn nhưng giá rẻ nên không đòi hỏi được,4
"hơi thất vọng vì áo nhận được bị bẩn ở phần tay. chất áo hơi nóng nhưng lên mẫu khá ổn. quần đen chỉ thích hợp mặc giấu cạp, mặc cũng khá rộng rãi thoải mái.",4
áo đẹp thái độ ship bơ mình không thể chấp nhận nổi,4
"xinh xỉu luôn á mọi người, cám ơn shop",4
chất cũng ổn dáng áo đẹp nhưng mình đặt màu xanh lơ mà thành màu này không giống hình,4
áo xinh chất mềm nhưng nóng không được mát .mùa dịch giao hàng nhanh,4
giận thật sự á sao mà cùng một màu áo mà thấy mọi người mua được màu hồng tím xinh xỉu mà mình lại ra màu hồng cánh sen  thêm quả giao hàng lâu nữa,4
