,khach_cmt,rating,shop_phan_hoi,shop,dvvc,sp,Unnamed: 2
971,giày hơi mỏng đi không được,4,,0,0,3,
972,"mẫu giày xấu , giày thì không lỗi nói chung tạm thôi",4,,0,0,3,
973,"giày hơi rộng mọi người nhớ lùi size giày bị trầy thời gian giao hàng nhanh, tạm được",4,,0,1,3,
974,"mình chưa hài lòng với cách đóng gói của shop ạ. giày đi ổn, nhưng hơi rộng",4,,1,0,3,
975,"giao hàng nhanh, đóng gói cẩn thận, hình ảnh giày mang tính chất nhận xu ạ",4,,1,1,3,
976,"da giày bị nhăn , chuẩn bị hàng hơi lâu , nhưng bù lại giao hàng nhanh",4,,1,1,3,
977,"giày cũng đẹp nhưng bị dư chỉ. mẫu giày to quá mình mang không vừa cả chiều dài lẫn chiều rộng. mình có ngỏ ý nhờ shop đổi cái khác cho mình, mình sẽ chịu ship nhưng shop trốn tránh không trả lời ",4,,1,0,3,
978,"sản phẩm giày đẹp, trừ 2 sao vì giao hàng cực chậm và phục vụ kém",4,,1,1,3,
979,"shop giao đúng size. nhưng mẫu thì kiểu nhái lại. không hẳn là hàng Quảng Châu. quai cài chứ không phải quai chốt, nên khi gặp thì sẽ vướng phần dây. mình hay đi size 37 lùi về 1 size là 36 nhưng phần dây lại không được ôm chân lắm.",4,,1,0,3,
980,"giày có vết bẩn, méo đế nhưng với giá này như vậy là ổn",4,,0,0,3,
981,"giày đẹp, bị xước 1 chỗ. mẫu giày to lắm, chân mình kích cỡ 39 mà mang vẫn dư 1 xíu",4,,0,0,3,
982,đúng mẫu đúng size nhưng 7 phân thấp hơn nhìn giống 5 phân hay 6 phân thôi,4,,0,0,3,
983,"giày này hàng Việt Nam, giá cả thì tương đối, dây quai hơi rộng, chất liệu giày tạm ổn nhưng phần kim loại nhìn không được đẹp lắm.",4,,0,0,3,
984,"giao hàng nhanh, shop còn tặng khẩu trang nữa, khuyên các bạn nên mua lùi 1 size nha",4,,1,1,0,
985,"rất đẹp, rất hài lòng về sản phẩm ạ. hình ảnh giày mang tính chất nhận xu nha",4,"dạ shop cảm ơn vì chị đã ưng ý sản phẩm của shop,mặc dù bản thân chị có rất nhiều sự lựa chọn. mong rằng sau đơn hàng này, chị sẽ còn nhớ đến shop thêm nhiều lần nữa. nếu trong quá trình sử dụng,sản phẩm bị lỗi hoặc có vấn đề gì, chị hãy đừng ngại ngần nhắn tin cho shop nhé, shop sẽ hỗ trợ cho mình bằng mọi cách ạ. chúc chị luôn mua sắm ưng ý,và an toàn vượt qua mùa dịch này nha",0,0,3,
986,"đẹp, đáng tiếc mình không mua được trước tết nhưng quai giày hơi rộng nói chung không đẹp",4,,0,0,3,
987,shop giao hàng nhanh giày đẹp có đều trên mũi giày bị xước nhẹ 1 đường hơi buồn 1 chút .,4,,0,1,3,
988,"mình lùi size nhưng vẫn bị rộng, quai không được ôm chân cho lắm. với giá này thì cũng ổn",4,,0,0,3,
989,"2 chiếc giày không đều nhau lắm. nhìn ngoài vẫn đẹp đi vào chân thì xấu đi 1 chút. nên mua size nhỏ hơn, chân mình 24cm đi size 37 chắc vừa hơn. đế nhìn ngoài không được sang lắm. bạn nào chân thật đẹp, không gân, không to, gót chân hồng đi sẽ đẹp.",4,"cửa hàng ViNa xin chân thành cảm ơn chị vì đã tin tưởng và lựa chọn shop chúng em giữa hàng ngàn lựa chọn. đừng quên rằng,sau đơn hàng này,chúng em vẫn sẽ rất tôn trọng những phản hồi của mình,dù tốt hay xấu. nên mình hãy đừng ngại ngần nhắn tin cho shop nha. shop luôn tôn trọng và luôn muốn đưa đến sự hài lòng cho tất cả khách hàng của mình. hy vọng được phục vụ chị lâu dài ạ",0,0,3,
990,mua đôi size 35 mà thấy vẫn rộng. và màu trắng nó hơi đục ý. không được trắng tinh cho lắm,4,,0,0,3,
991,giày đi cứng mọi người cân nhắc nha. chỗ dây sắt khi di chuyển kêu leng keng .,4,,0,0,3,
992,dây giày một bên lệch phải tự xiên lỗ.mọi thứ đều ổn,4,,0,0,3,
993,hàng giày đẹp. rẻ,4,,0,0,3,
994,"đóng gói sơ sài, bất cẩn quá shop ơi, chất lượng giày bình thường, nói chung tạm được",4,,1,0,3,
995,size 35 mà rộng đến 2cm luôn. còn giày thì đẹp mẫu cứng cáp,4,,0,0,3,
996,"giày đẹp , có điều khi mua mình có đọc lưu ý của shop là mẫu ở ngoài to hơn bình thường nên lùi lại một size , mình mang size 36 lùi lại còn size 35 mà lúc mình mang nó bị chật nhắn tin shop không trả lời ",4,,1,0,3,
997,shop giao nhầm mẫu giày mà lười đổi quá nên thôi,4,,1,0,3,
998,"giày bị bẩn nên không đẹp, ship hơi lâu do dịch ",4,,0,1,3,
999,"hàng cũng được, da giày hơi thô, mẫu hơi bành chân, nhưng mà so với giá tiền thì cũng ổn, không hi vọng nhiều",4,,0,0,3,
1000,"đôi sục đen các bạn nên mua 7 phân lùi size sẽ xinh hơn, mình mang 5 phân đúng mẫu cũng quá rộng. đôi trắng một bên cao một bên thấp, 1 chiếc xinh 1 chiếc bị fel ạ, đóng gói sơ sài, hàng bị méo móp ạ, tặng kẹp tóc mà bị đứt dây hết,vẫn chưa được hài lòng lắm nhưng anh được cái giao hàng nhanh, anh shipper rất thân thiện",4,,1,1,3,
1001,"giày khá xinh, tuy nhiên phần quai sau bị lỏng quá. mình đã chỉnh lại bé hơn nhưng vẫn không ôm chân đi bị tuột suốt. mẫu giày cứng và cũng êm chân",4,"dạ,mẫu bên e là lấy hàng gốc Quảng Châu, về tạo mẫu y hệt vậy ạ. nên có thể lùi size nhưng vẫn bị rộng, vấn đề này mong mình thông cảm giúp shop ạ. nếu giày mình có vấn đề,mình cứ nhắn tin trực tiếp cho bên em để nhận bảo hành sản phẩm trong quá trình sử dụng nha. cảm ơn chị và chúc mình mua sắm luôn ưng ý ạ",0,0,3,
1002,"sản phẩm không vừa chân cho lắm, cứng",4,,0,0,3,
1003,"giày phù hợp với giá tiền nha shop, cám ơn shop vì món hàng rẻ mà lại chất lượng như thế này, sẽ ủng hộ shop dài dài trong những ngày còn dịch bùng phát như thế này",4,,0,0,3,
1004,giày hơi bẩn 1 chút,4,,0,0,3,
1005,giày đi hơi đau chân. phù hợp giá tiền,4,,0,0,3,
1006,giày đẹp,4,,0,0,3,
1007,giày đi rộng hơn bình thường và hơi cứng,4,,0,0,3,
1008,hàng giày chất lượng tốt nhưng giao hơi lâu,4,,0,1,3,
1009,"giày ok lắm shop ơi, shipper quá thân thiện với khách hàng luôn, tận tình đem đổi trả hàng khi giao nhầm hoặc giao thiếu hàng",4,,0,1,3,
1010,"chuẩn bị hàng lâu, chất lượng giày bình thường",4,,1,0,3,
1011,mình thấy giày đi ổn,4,,0,0,3,
1012,,4,,0,0,0,
1013,giày cứng quá đi đau chân,4,,0,0,3,
1014,hàng đẹp vừa chân mà bị đứt quai hơi buồn một tí,4,,0,0,3,
1015,hàng đẹp nhưng một chiếc vừa một chiếc lỏng ,4,,0,0,3,
1016,đẹp mang vừa chân tiền nào của đó. điểm trừ là gót thiết kế tại sao dán không dính vô giày luôn mà còn hở ra chút xíu,4,,0,0,3,
1017,đóng gói hộp hơi móp nhưng không ảnh hưởng giày mở ra mùi giày hơi mắc ói  đi không được chắc chân lắm . nhưng với giá như vậy thì tuyệt rồi. chọn size theo shop mang vừa,4,,1,0,3,
1018,giày như ảnh . đế nhựa nên không biết bền không nữa. keo dán đá và nơ chưa khô hay bong ra . khuy cài quai bị lệch cái chổng lên cái cắm xuống nhưng tạm chấp nhận. giá rẻ mua đi chơi 1 vài lần được chứ đi lâu dài thì không nên mua. vẫn cho 4 sao cho shop nè,4,,1,0,3,
1019,"giao hàng lâu nhưng vì dịch nên chấp nhận , giá rẻ nên không đòi hỏi nhiều tuy nhiên shop không dán keo kĩ cho mình sợ đi được 2 3 lần là bay gót , chân mình kích cỡ khoảng 21 đi size 35 rộng 1 chút nhét tí giấy là đi vừa , giày nhẹ cảm giác đi không chắc chân lắm hi vọng 3 ngày tết không sao ",4,,1,1,3,
1020,"đế giày nhìn không đẹp, giày ghi size 35 chứ mà rộng. nơ trông hơi cũ nhưng mà nhìn chung thì vẫn chấp nhận được",4,,0,0,3,
1021,"shop chuẩn bị hàng lâu, giày đẹp đặt lùi size vẫn bị rộng dư 1 khúc, tạm ổn, shipper thân thiện",4,,1,1,3,
1022,"hình ảnh mang tính chất nhận xu, giày đẹp, nhẹ, với giá đó thì cũng được.",4,,0,0,3,
1023,"đế giày không được như trong hình đối với mình thấp hơn , khá thất vọng . nhưng mà đi cũng ổn",4,,0,0,3,
1024,"giao hàng nhanh, đúng size đúng mẫu, nhưng mà nhìn giày không được chắc chắn lắm",4,,0,1,3,
1025,"giày bị lỗi nhiều chỗ xước ,bẩn.đóng gói cẩn thận và giao hàng nhanh nhưng chắc trước khi gửi shop không kiểm tra hàng",4,,1,1,3,
1026,"giày đẹp nhưng shop làm lỗi keo quá trời quá đất. đã dặn shop lựa vì mua tặng, nơ phải bị lõm, 1 chiếc dính keo nhìn vô thấy xấu liền.mẫu ôm chân. hơi thất vọng.",4,,1,0,3,
1027,"mọi người nên mua nha, so với mình thì hơi thấp nhưng sẽ thoải mái đi hơn, mẫu ôm chân, da mềm nhưng thời gian đầu vẫn sẽ hơi đau chút ""nếu đi nhiều"", cơ mà mình vẫn trừ điểm cái có 1 nếp gấp như hình, chú ý sẽ thấy chứ bình thường chắc không sao, ""mình cũng hơi kĩ tính "" 9/10 nha, giao hàng cũng nhanh nữa",4,,1,1,3,
1028,"nhìn tổng thể thì ok nhưng có điều gót thấy không được chắc chắn cho lắm, shipper nhiệt tình",4,,0,1,3,
1029,"ngày chủ nhật cuối cùng của năm 2021 cảm ơn vì đã buông được những thứ thuộc về quá khứ, cảm ơn vì không còn buồn. cảm ơn những người đã đi ngang đời, dù chỉ là những ngày ngắn ngủi nhưng vẫn để lại những ký ức chẳng thể quên. cảm ơn vì sau những tổn thương và mất mát khiến con người này nhận ra thôi",4,,0,0,0,
1030,"mình mua vì trước đó đọc chi tiết sản phẩm, shop có để chất liệu lụa satin,và thấy mọi người up ảnh sau mua là lụa satin, nhưng sau đó nhận lại là chất liệu da,chất liệu da màu trắng dễ dơ với dễ tróc hơn,bạn nào da đen mang lên dễ bị chìm màu,mình hay mang size 37,dù lùi lại 1 size 36 nhưng vẫn rộng.",4,,1,0,3,
1031,đế cảm giác không dính vào dép. chắc đi được vài bữa là bay mất cái đế luôn,4,,0,0,3,
1032,nơ giày bị bong 1 xíu .còn lại mẫu đẹp tưởng bị chật kia .sẽ ủng hộ shop .mong shop lưu ý kiểm tra hàng trước khi gửi cho khách ,4,,1,0,3,
1033,"tôi cảm thấy nó cứ hơi lỏng lẻo kiểu gì vậy á. nhưng mà cũng xinh, mong đi được lâu dài",4,giày Bánh Bèo cảm ơn bạn đã đánh giá trải nghiệm của mình về sản phẩm này. chúng tôi luôn cố gắng hoàn thiện hơn nữa để mang đến sự hài lòng của bạn. ,0,0,3,
1034,"đóng gói hàng không được chắc chắn hộp móp méo nhiều cũng không có túi bóng bảo vệ, may mà cũng không hư hại gì đáng kể, shop giao đúng màu đúng size quá ok, chất lượng sản phẩm giày phù hợp với giá tiền, thời gian giao hàng hơi lâu.",4,,1,1,3,
1035,"đo chân rồi nhưng giày vẫn bị rộng quá. chất lượng tạm ổn so với tầm giá. mùa dịch nhưng giao hàng nhanh, vừa kịp thời gian mình cần.",4,,0,1,3,
1036,"giày đẹp , đeo lùi 1 size là vừa , trừ 1 sao nơ bị rách và bung",4,,0,0,3,
1037,"giày cũng đẹp , xinh nhưng mà đế không cứng á mọi người đế kiểu mềm như giày búp bê nên đi nó không giữ mẫu được nó cứ bị vẹo sang một bên ý . đi tạm thì ok với giá này thì như vậy là đẹp rồi",4,,0,0,3,
1038,"chất thì khá đẹp.nhưng mũi giày mình chưa mang đã hơi hở 1 chiếc, dây giày hơi rộng. bấm lỗ 2 bên cũng không đều, bên dài bên ngắn, size cũng không chuẩn, bình thường mình mang size 38 mà bên shop quá rộng luôn cứ như size 40 vậy",4,,0,0,3,
1039,"đóng gói cẩn thận, tuy nhiên giày trắng mà có vết bẩn, lau không ra. khá buồn ",4,,1,0,3,
1040,"giày đẹp chắc chắn, nhưng phần nơ kiểu dính bằng keo 502 bị bong, may ẩu nói chung với giá thì ok",4,,1,0,3,
1041,giày đẹp nhưng tiếc là nơ với đá dính với nhau bằng băng dính 2 mặt nên chưa dùng đã bong rồi. tiền nào của đấy,4,dạ trên video chị gửi thì đá có bong gì đâu chị. đá này em đặt tận công ty sản xuất chứ Việt Nam không làm được ấy chị. chị có nhu cầu đổi nếu chưa sử dụng thì nhắn tin giúp em nha chị,0,0,3,
1042,"nơ dính theo giày bết dính, rách, không được như mong đợi. thôi thì tiền nào của nấy vậy. mong shop dính nơ cẩn thận hơn, hình ảnh mang tính chất nhận xu",4,,1,0,3,
1043,"đế hơi mỏng, đế dán keo nên dễ bung đế nếu gặp nước. được ưu điểm là shop giao hàng nhanh, đúng màu trong ảnh,size giày đúng với size bình thường đi. ",4,"giày dép thì đế nào cũng phải dán keo hết chị ạ. bên em luôn cố gắng sử dụng keo giày loại tốt nhất trên thị trường, khách bên em mang 2 hay 3 năm vẫn khen keo chắc chắn ấy. đế bên em làm đế PVC dẻo, để mình đi không kêu cộp cộp tí nào, giá đắt gấp đôi loại đế cứng thường có trên thị trường luôn ấy . đế cứng hay mỏng không quan trọng, sườn cứng hay mỏng mới quyết định đôi giày ạ. em cảm ơn chị ủng hộ nhà em, mong chị sẽ ủng hộ shop giày Bánh Bèo khi có nhu cầu ạ",1,0,3,
1044,"giày đúng mẫu trên shop, dễ thương, chất tạm ổn đúng với giá tiền. cho 4 sao vì đế hơi hơi trơn",4,dạ đế này bên em đặt độc quyền của shop giày Bánh Bèo và chống trơn trượt đó chị ơi. cảm ơn chị yêu ủng hộ nhà e nè,0,0,3,
1045,"dây đeo không chắc dễ bị rơi ra, giày xinh hợp giá tiền.",4,,0,0,3,
1046,hàng giày đẹp nhưng shop còn lỡ đơn của mình 1 lần và hình như lấy hàng của khách cũ để gửi cho khách mới ,4,,0,0,3,
1047,giày xinh mọi người nên mua nhé,4,,0,0,3,
1048,giày về tay giống khoảng 80 phần trăm so với ảnh của shop. giao hàng nhanh,4,,0,1,3,
1049,sản phẩm khá là không đẹp có điều cái gót giày hơi bị lỗi 1 tý vẫn tự khắc phục được nói chung là ok,4,,0,0,3,
1050,giày mẫu to lắm bạn nào chân nhỏ nên suy nghĩ kĩ trước khi mua bình thường mình đi size 36 nhưng đặt size 35 rồi vẫn rộng cái dây thì dài quá cài vào thừa nhiều nhìn xấu kinh khủng nhìn giày ở ngoài thấp hơn so với tưởng tượng,4,,0,0,3,
1051,"mọi người nên mua chuẩn size nha, mình đọc đánh giá thấy bảo lùi size nghe mọi người mà lùi bị chật khít chân . giày rất đẹp nhưng mình không biết vì sao quai lại mất 1 bên có lẽ do gói hàng thiếu sót mong lần sau shop chú ý kĩ hơn trước khi gửi hàng nha",4,,1,0,3,
1052,giao hàng chậm gần 20 ngày lỡ hết việc của mình giày thì cũng phù hợp giá tiền hơi bực vận chuyển và shop vì không giục đơn gấp cho mình,4,,1,1,3,
1053,"giày giống hình. nhưng cường với da giày thì không được sang cho lắm mọi người với số tiền như vậy thì tạm ổn chưa biết có bền hay không, đi thời gian thử. tốt thì ủng hộ shop.",4,,0,0,3,
1054,"size giày hơi to so với thực tế, mình giày bệt hay giày thể thao đi size 37, nhưng cao gót mình đã lấy lùi lại 1 size rồi mà vẫn rộng, ai đi size 37 nên lấy size 35 vì size 36 nhưng với kích cỡ của chân là 38 đi vẫn vừa",4,,0,0,3,
1055,giày đẹp đi êm chân giá cả hợp lý vùa túi tiền cảm ơn shop bọc gói cẩn thân,4,,1,0,3,
1056,sản phẩm giày này khá đẹp. giống với hình ảnh shop đã chụp. đóng gói đẹp,4,,1,0,3,
1057,"đế tương đối ổn. cái nơ hơi bị sến quá trong ảnh đẹp hơn, ở ngoài lộ vải màu chênh tông với da giày, dải hạt đá đính vô đúng rởm luôn. đi buổi tối thì đỡ hơn. với cả keo dán bị lộ nhìn mất cảm tình quá. bỏ nơ đi hoặc thay màu tương đồng sẽ đẹp hơn nhiều á. còn cái quai thì 2 bên đục lỗ không đều nhau",4,,0,0,3,
1058,"giày đẹp,đi êm nhưng nên mua size nhỏ hơn,mình size 37 đi rộng, tuy nhiên vẫn rất tuyệt vời",4,,0,0,3,
1059,"cho shop 4 sao vì lỗi ở sản phẩm chiếc nơ của giày vẫn còn dính nguyên mảng keo dán to, mong shop chú ý hơn.",4,,1,0,3,
1060,shop chuẩn bị hàng lâu,4,,1,0,0,
1061,hàng giày đẹp,4,,0,0,3,
1062,giày cũng tạm được,4,,0,0,3,
1063,giày đẹp,4,,0,0,3,
1064,"giày rộng hơn cỡ bình thường, mình đi size 37 đặt size 46 vẫn bị chật",4,,0,0,3,
1065,quần trắng rộng hơn quần sọc đen mặc dù cùng size thành ra một chiếc bị rộng.,4,,0,0,2,
1066,"giao đúng màu và số lượng, giao hàng nhanh nhưng mình thấy chất này mặc lâu sẽ xù, mình mua 3 quần nhưng màu hơi khác nhau không phải đen hẳn",4,,0,1,2,
1067,"đặt size L sợ hơi rộng nhưng có chun buộc điều chỉnh và khá vừa vặn , chất vải mát cũng không mong lắm , đóng gói cẩn thận giao hàng nhanh",4,,1,1,2,
1068,sản phẩm quần giống mô tả. đóng gói thiếu 1 chiếc nhưng nhắn tin shop giao thêm rất nhanh.,4,,1,1,2,
1069,"vải quần mỏng, còn chỉ thừa, mình mặc theo size mà bị cộc 1 chút nói chung với giá này thì ok rùi",4,,0,0,2,
1070,"quần vải mỏng tiền ít nên không đòi hỏi nhiều, mình cao  1m6 và nặng 45kg size M rộng thênh thang",4,,0,0,2,
1071,"hình ảnh không liên quan lắm, nhưng giao hàng quá lâu. đặt hàng để đi học 1 tuần mà đi học về rồi mới nhận được. này do bên vận chuyển. quần đẹp vãi, chất đẹp, vừa vặn. 4 sao hoan hỉ",4,,0,1,2,
1072,ảnh và video chỉ là tải lên cho có còn về sản phẩm quần thì với giá này không đồi hỏi gì hơn,4,,0,0,2,
1073,"quần vải ổn áp, giá bán cũng ok mà có điều thời gian giao hàng lâu quá đợi mòn mỏi.nói chung là cũng được đó. mọi người nên mua thử đi nha",4,,0,1,2,
1074,"quần đẹp chất dày dặn 95.500đ mà shipper lấy 97.000đ, shipper sao mà tham quá vậy, có mấy đồng cũng lấy",4,,0,1,2,
1075,quần đúng kiểu thể thao như hồi đó mình đi học câp 2 cấp 3 hay mặc để đi tập thể dục chứ cũng không đẹp lắm ,4,,0,0,2,
1076,"đã nhận được hàng, sản phẩm quần đẹp, đáng tiền. lần sau có size 4XL sẽ mua tiếp",4,,0,0,2,
1077,"shop giao hàng nhanh, mình cao 1m68 nặng 65kg mà mặc XL thùng thình lắm, shop để cân nặng đến 66kg, quần sọc trắng dầy dặn, quần sọc đen mỏng hơn cứng hơn, nói chung tiền nào của ấy, mặc lên không đẹp đâu mọi người cân nhắc khi mua",4,,0,1,2,
1078,"mua lại lần 2 quần khá ưng, lần trước mặc được 2 hay 3 lần gì đấy thì cái sọc bên trái bị bung chỉ lần này không biết có bị bung ra không nữa",4,,0,0,2,
1079,"mua 2 lần ở shop chất vải da cá ưng ý sẽ không xù về sau nhưng lần nào mua quần sọc cứ bị lệch nhiều về đằng sau ấy. túi quần to nhưng bằng vải dù, mùa hè mặc sẽ nóng 2 bên hông lắm, người đã từng bị cho hay",4,,0,0,2,
1080,"quần khá đẹp, nhưng vẫn còn nhiều chỉ thừa, chắc là do shop may ẩu, hình ảnh mang tính chất nhận xu",4,,1,0,2,
1081,shipper giao hàng đi đến nơi thì đáp hàng vào rổ xe khách tỏ thái độ khó chịu,4,,0,1,0,
1082," quần chất oke ạ, mà đường nay không chắc chắn  bị thủng ngay đũng luôn ạ",4,,1,0,2,
1083,"cao 1m70, nặng 70kg quyết chọn size XL vừa luôn quần chất tạm ổn so với giá ok còn nhiều chỉ thừa do shop may không cẩn thận, túi may bằng vải nhiều nilon dễ gây sột soạt",4,,1,0,2,
1084,quần ổn size L mình mặc thì được chứ mẹ mình mặc hơi dài và rộng chất liệu mặc thoải mái shop trao đổi với khách nhiệt tình,4,,1,0,2,
1085,"giao hàng cũng nhanh đấy nhưng gói hàng thủng chỗ nọ, rách chỗ kia nhìn chán luôn, cũng may là cái quần",4,,1,1,2,
1086,hình ảnh chỉ mang tính chất minh họa và nhận xu. sản phẩm quần của shop thì tốt giá cả hợp lý.,4,,0,0,2,
1087,"shop tư vấn đúng size. mẫu quần tạm ổn thôi, chất liệu vải mỏng, chỉ mặc được ở nhà thôi chứ đi đường mà trời rét thì lạnh lắm. ảnh mang tính chất nhận xu",4,,1,0,2,
1088,"quần mặc được nhưng mà shop phản hồi tin nhắn hơi chậm, nói chung là trừ 1 điểm thái độ phục vụ",4,,1,0,2,
1089,"quần dày dặn đẹp như hình ảnh nhưng 2 khoá bên 2 túi quần thì 1 bên bị hỏng nhưng với giá tiền đó thì tạm được, cám ơn shop ",4,,0,0,2,
1090,"quần thì bán quá mắc, đặt size 3XL cho người có cân nặng từ 76kg đến 80kg nhưng thực tế quần chật size M . chồng mình chỉ nặng có 76kg không mặc vừa luôn. ngắn quần nữa.",4,,0,0,2,
1091,"quần rộng mọi người nên hạ size xuống, shop chưa tư vấn việc nên hạ size, mình mua về vừa dài vừa rộng",4,,1,0,2,
1092,"quần này chỉ dành cho nam thôi, mua 1 đôi mà nữ mặc trông không đẹp lắm",4,,0,0,2,
1093,"vải dày, khá ổn, mẫu cũng đẹp lắm nhưng mà nó xù lông kinh khủng mọi người ạ  quần chỉ đẹp khi chưa giặt ",4,,0,0,2,
1094,"quần lên mẫu đẹp, dày dặn nhưng xù lắm luôn  được cái giao hàng nhanh, 2 ngày là có.",4,,0,1,2,
1095,"quần đẹp, chất vải ok luôn cơ mà cái túi may tệ quá nên bị thủng",4,,1,0,2,
1096,"chất vải không được như mong đợi, dáng quần không được đúng ý mình lắm, còn chỉ thừa do may ẩu, vừa giá tiền",4,,1,0,2,
1097,chất vải quần dễ xù lắm shop tư vấn mua size M nhưng mình sợ dài đặt size S mà vẫn dài với mẫu không đẹp ôm bó sát với giá 80.000đ cũng không phải rẻ,4,,1,0,2,
1098,chất vải bình thường nói chung là quần ổn so với giá tiền tuy nhiên giao hàng hơi lâu,4,,0,1,2,
1099,"vải quần dày thì dày nhưng hơi bé, mọi người chọn thêm 1 size nếu muốn mặc rộng rãi nhe.",4,,0,0,2,
1100,"Mình cao 1m8 và nặng 58kg, mặc size XL hơi rộng xíu nhưng cũng ổn. dây chun quần bị lỏng dù đã nịt. dịch nên ship hơi lâu. vải tạm được thôi à",4,,0,1,2,
1101,hàng hóa sản phẩm chất lượng bình thường. 5 sao cho giao hàng nhanh và bọc hàng cẩn thận. còn chất lượng quần bằng vải poly sờ thô và mỏng.,4,,1,1,2,
1102,đã nhận được hàng quần thì cũng y chang như hình chất có pha ít nilon mua cho con gái mình mặc nặng 44kg cao 1m45 thì size M vừa in,4,,0,0,2,
1103,chất ok nhưng 3 sọc trắng hai bên chưa cân dẫn đến dáng quần hơi lệch,4,,0,0,2,
1104,"tôi cao 1m54 và nặng 56kg mà mặc quần hơi dài, không có chỉ thừa, shop may vá cẩn thận, chất vải xịn lắm, không biết có xù không nữa, cái đầu dây xịn xò lắm luôn phần túi không cố định với dài nữa nên hơi rườm rà nha, 8/10 điểm ",4,,1,0,2,
1105," vải quần đẹp, đường may chỉ chưa hết, shop không có kiểm tra lại hàng trước khi giao cho khách hàng gì hết, còn khoảng 1 gang tay chưa may  túi có khoá kéo xịn xò  mình nghĩ nhỏ nên đặt size 2XL, rộng và dài quá   nhưng vẫn sẽ ủng hộ shop và chuẩn bị đặt size nhỏ hơn",4,,1,0,2,
1106,ống quần không thẳng hơi vểnh lên. dây quần không như các bạn khác đã mua ,4,,0,0,2,
1107,"quần vải mỏng  mình mua 63.000đ, tôi cao 1m53 nặng 43kg mặc size M dài đúng mắt cá chân quần có túi khoá. nhưng 63.000đ thì không đòi hỏi thêm nhiều giao hàng mất 3 hôm mới nhận được",4,,0,1,2,
1108,"chất lượng quần phù hợp giá tiền, chất vải ok, có đôi chỗ vẫn còn chỉ thừa đặt XL mà cảm thấy không được rộng lắm vì mình thích rộng",4,,0,0,2,
1109,"quần vải rất ok, tuy nhiên mua mọi người nhớ tăng size lên 1 size nha, mua theo size của shop bị chật với ngắn á, mình cao 1m6 và nặng 50kg mặc size L thì rất chật, nên mua size XL",4,,0,0,2,
1110,quần mẫu đẹp không có gì để chê nhưng vải mặc mỗi lần đã xổ lông từa lưa ,4,,0,0,2,
1111,"hình ảnh và video không liên quan, mặt hàng phù hợp với giá tiền. vải oke. đường may cũng khá chắc nhưng mà may không đẹp lắm. ống quần bo nhưng không giống ảnh lắm đâu. dù sao với giá này mình cũng không chê gì. nên mua",4,,1,0,2,
1112,mẫu quần không rộng hẳn nên hơi buồn nhưng chất quần rất oke so với giá tiền nhé,4,,0,0,2,
1113,quần chất vải bóng rất xấu mặc không lên mẫu gì cả hơi phí tiền không nên mua,4,,0,0,2,
1114,"vải quần đẹp, size vừa vặn. không có gì để chê.",4,,0,0,2,
1115,"quần đẹp lắm nha. nhưng không vừa với mình. mình nặng 39kg, cao 1m50 mặc size M bị dài và rộng. xin lỗi vì đăng ảnh không liên quan",4,,0,0,2,
1116,"hình ảnh chỉ mang tính chất nhận xu . quần đẹp như ảnh , giao hàng nhanh , mình chọn size L nên hơi rộng , thành quần baggy",4,,0,1,2,
1117,"quần vải hơi mỏng.phù hợp với giá tiền. shop giao hàng nhanh . cám ơn shop, hình ảnh video mang tính minh họa",4,,0,1,2,
1118,"giao hàng nhanh, chóng đóng gói chắc chắn nhưng quần thì không mê nổi ",4,,1,1,2,
1119,chất lượng quần phù hợp giá tiền nhưng mẫu bé. mình cao 1m75 nặng 64kg mặc size 3XL bị ôm,4,,0,0,2,
1120,"hàng rẻ, quần đẹp, mặc thoải mái. hơi ngắn chút nhưng không ảnh hưởng lắm",4,,0,0,2,
1121,"theo một số thầy cô nhận định thì đề thi năm nay khó hơn 2019, điểm chuẩn có xu hướng giảm từ 0,5 đến 1 điểm, mình có thể biết ý kiến của các bạn anh, chị như thế nào không ạ?",4,,0,0,0,
1122,"quần vải ok , mình cao 1m7 mặc vừa luôn , đẹp , giao hàng nhanh nói chung ổn ",4,,0,1,2,
1123,quần hơi mỏng nhưng so với giá tiền thì quá là oke,4,,0,0,2,
1124,sản phẩm quần cũng ok so với giá này chất hơi nóng tiền nào của nấy ,4,,0,0,2,
1125,chất vải quần oke giao hàng nhanh đóng gói sản phẩm tốt đáng đồng tiền,4,,1,1,2,
1126,"quần cũng khá là ok, chất lượng phù hợp với giá tiền, được. ",4,,0,0,2,
1127,sản phẩm quần phù hợp với giá tiền.giao hàng nhanh.đóng gói cẩn thận.,4,,1,1,2,
1128,mua lần đầu thì quần dày dặn mua lần 2 thì vải mỏng mặc 2 lần đã xổm,4,,0,0,2,
1129,đóng gói sản phẩm đẹp và chắc chắn. rất đáng tiền. thời gian giao hàng nhanh,4,,1,1,0,
1130,quần đẹp nhưng hơi bị xổ lông,4,,0,0,2,
1131,"quần bóng loáng. dày dặn, mặc đẹp",4,,0,0,2,
1132,quần tương đối ổn chất liệu tốt giữ ấm khá tốt mặc tuy hơi chật nhưng cỡ to nhất rồi,4,,0,0,2,
1133,ok quần tạm được,4,,0,0,2,
1134,"mua lần thứ 2 của shop, cùng size XL nhưng quần sọc đen rộng hơn sọc trắng, quần mặc giặt 2 đến 3 lần đã xù lông rồi",4,,0,0,2,
